cghr10_title,icd10_range,icd10_code,cghr10_age
Injuries,V01-V99,V42,child
Injuries,V01-V99,V43,child
Injuries,V01-V99,V44,child
Injuries,V01-V99,V45,child
Injuries,V01-V99,V46,child
Injuries,V01-V99,V47,child
Injuries,V01-V99,V48,child
Injuries,V01-V99,V49,child
Injuries,V01-V99,V50,child
Injuries,V01-V99,V51,child
Injuries,V01-V99,V52,child
Injuries,V01-V99,V53,child
Injuries,V01-V99,V54,child
Injuries,V01-V99,V55,child
Injuries,V01-V99,V56,child
Injuries,V01-V99,V57,child
Injuries,V01-V99,V58,child
Injuries,V01-V99,V59,child
Injuries,V01-V99,V60,child
Injuries,V01-V99,V61,child
Injuries,V01-V99,V62,child
Injuries,V01-V99,V63,child
Injuries,V01-V99,V64,child
Injuries,V01-V99,V65,child
Injuries,V01-V99,V66,child
Injuries,V01-V99,V67,child
Injuries,V01-V99,V68,child
Injuries,V01-V99,V69,child
Injuries,V01-V99,V70,child
Injuries,V01-V99,V71,child
Injuries,V01-V99,V72,child
Injuries,V01-V99,V73,child
Injuries,V01-V99,V74,child
Injuries,V01-V99,V75,child
Injuries,V01-V99,V76,child
Injuries,V01-V99,V77,child
Injuries,V01-V99,V78,child
Injuries,V01-V99,V79,child
Injuries,V01-V99,V80,child
Injuries,V01-V99,V81,child
Injuries,V01-V99,V82,child
Injuries,V01-V99,V83,child
Injuries,V01-V99,V84,child
Injuries,V01-V99,V85,child
Injuries,V01-V99,V86,child
Injuries,V01-V99,V87,child
Injuries,V01-V99,V88,child
Injuries,V01-V99,V89,child
Injuries,V01-V99,V90,child
Injuries,V01-V99,V91,child
Injuries,V01-V99,V92,child
Injuries,V01-V99,V93,child
Injuries,V01-V99,V94,child
Injuries,V01-V99,V95,child
Injuries,V01-V99,V96,child
Injuries,V01-V99,V97,child
Injuries,V01-V99,V98,child
Injuries,V01-V99,V99,child
Injuries,W00-W99,W00,child
Injuries,W00-W99,W01,child
Injuries,W00-W99,W02,child
Injuries,W00-W99,W03,child
Injuries,W00-W99,W04,child
Injuries,W00-W99,W05,child
Injuries,W00-W99,W06,child
Injuries,W00-W99,W07,child
Injuries,W00-W99,W08,child
Injuries,W00-W99,W09,child
Injuries,W00-W99,W10,child
Injuries,W00-W99,W11,child
Injuries,W00-W99,W12,child
Injuries,W00-W99,W13,child
Injuries,W00-W99,W14,child
Injuries,W00-W99,W15,child
Injuries,W00-W99,W16,child
Injuries,W00-W99,W17,child
Injuries,W00-W99,W18,child
Injuries,W00-W99,W19,child
Injuries,W00-W99,W20,child
Injuries,W00-W99,W21,child
Injuries,W00-W99,W22,child
Injuries,W00-W99,W23,child
Injuries,W00-W99,W24,child
Injuries,W00-W99,W25,child
Injuries,W00-W99,W26,child
Injuries,W00-W99,W27,child
Injuries,W00-W99,W28,child
Injuries,W00-W99,W29,child
Injuries,W00-W99,W30,child
Injuries,W00-W99,W31,child
Injuries,W00-W99,W32,child
Injuries,W00-W99,W33,child
Injuries,W00-W99,W34,child
Injuries,W00-W99,W35,child
Injuries,W00-W99,W36,child
Injuries,W00-W99,W37,child
Injuries,W00-W99,W38,child
Injuries,W00-W99,W39,child
Injuries,W00-W99,W40,child
Injuries,W00-W99,W41,child
Injuries,W00-W99,W42,child
Injuries,W00-W99,W43,child
Injuries,W00-W99,W44,child
Injuries,W00-W99,W45,child
Injuries,W00-W99,W46,child
Injuries,W00-W99,W47,child
Injuries,W00-W99,W48,child
Injuries,W00-W99,W49,child
Injuries,W00-W99,W50,child
Injuries,W00-W99,W51,child
Injuries,W00-W99,W52,child
Injuries,W00-W99,W53,child
Injuries,W00-W99,W54,child
Injuries,W00-W99,W55,child
Injuries,W00-W99,W56,child
Injuries,W00-W99,W57,child
Injuries,W00-W99,W58,child
Injuries,W00-W99,W59,child
Injuries,W00-W99,W60,child
Injuries,W00-W99,W61,child
Injuries,W00-W99,W62,child
Injuries,W00-W99,W63,child
Injuries,W00-W99,W64,child
Injuries,W00-W99,W65,child
Injuries,W00-W99,W66,child
Injuries,W00-W99,W67,child
Injuries,W00-W99,W68,child
Injuries,W00-W99,W69,child
Injuries,W00-W99,W70,child
Injuries,W00-W99,W71,child
Injuries,W00-W99,W72,child
Injuries,W00-W99,W73,child
Injuries,W00-W99,W74,child
Injuries,W00-W99,W75,child
Injuries,W00-W99,W76,child
Injuries,W00-W99,W77,child
Injuries,W00-W99,W78,child
Injuries,W00-W99,W79,child
Injuries,W00-W99,W80,child
Injuries,W00-W99,W81,child
Injuries,W00-W99,W82,child
Injuries,W00-W99,W83,child
Injuries,W00-W99,W84,child
Injuries,W00-W99,W85,child
Injuries,W00-W99,W86,child
Injuries,W00-W99,W87,child
Injuries,W00-W99,W88,child
Injuries,W00-W99,W89,child
Injuries,W00-W99,W90,child
Injuries,W00-W99,W91,child
Injuries,W00-W99,W92,child
Injuries,W00-W99,W93,child
Injuries,W00-W99,W94,child
Injuries,W00-W99,W95,child
Injuries,W00-W99,W96,child
Injuries,W00-W99,W97,child
Injuries,W00-W99,W98,child
Injuries,W00-W99,W99,child
Injuries,X00-X52,X00,child
Injuries,X00-X52,X01,child
Injuries,X00-X52,X02,child
Injuries,X00-X52,X03,child
Injuries,X00-X52,X04,child
Injuries,X00-X52,X05,child
Injuries,X00-X52,X06,child
Injuries,X00-X52,X07,child
Injuries,X00-X52,X08,child
Injuries,X00-X52,X09,child
Injuries,X00-X52,X10,child
Injuries,X00-X52,X11,child
Injuries,X00-X52,X12,child
Injuries,X00-X52,X13,child
Injuries,X00-X52,X14,child
Injuries,X00-X52,X15,child
Injuries,X00-X52,X16,child
Injuries,X00-X52,X17,child
Injuries,X00-X52,X18,child
Injuries,X00-X52,X19,child
Injuries,X00-X52,X20,child
Injuries,X00-X52,X21,child
Injuries,X00-X52,X22,child
Injuries,X00-X52,X23,child
Injuries,X00-X52,X24,child
Injuries,X00-X52,X25,child
Injuries,X00-X52,X26,child
Injuries,X00-X52,X27,child
Injuries,X00-X52,X28,child
Injuries,X00-X52,X29,child
Injuries,X00-X52,X30,child
Injuries,X00-X52,X31,child
Injuries,X00-X52,X32,child
Injuries,X00-X52,X33,child
Injuries,X00-X52,X34,child
Injuries,X00-X52,X35,child
Injuries,X00-X52,X36,child
Injuries,X00-X52,X37,child
Injuries,X00-X52,X38,child
Injuries,X00-X52,X39,child
Injuries,X00-X52,X40,child
Injuries,X00-X52,X41,child
Injuries,X00-X52,X42,child
Injuries,X00-X52,X43,child
Injuries,X00-X52,X44,child
Injuries,X00-X52,X45,child
Injuries,X00-X52,X46,child
Injuries,X00-X52,X47,child
Injuries,X00-X52,X48,child
Injuries,X00-X52,X49,child
Injuries,X00-X52,X50,child
Injuries,X00-X52,X51,child
Injuries,X00-X52,X52,child
Nutritional deficiencies,X53-X54,X53,child
Nutritional deficiencies,X53-X54,X54,child
Injuries,X57-X99,X57,child
Injuries,X57-X99,X58,child
Injuries,X57-X99,X59,child
Injuries,X57-X99,X60,child
Injuries,X57-X99,X61,child
Injuries,X57-X99,X62,child
Injuries,X57-X99,X63,child
Injuries,X57-X99,X64,child
Injuries,X57-X99,X65,child
Injuries,X57-X99,X66,child
Injuries,X57-X99,X67,child
Injuries,X57-X99,X68,child
Injuries,X57-X99,X69,child
Injuries,X57-X99,X70,child
Injuries,X57-X99,X71,child
Injuries,X57-X99,X72,child
Injuries,X57-X99,X73,child
Injuries,X57-X99,X74,child
Injuries,X57-X99,X75,child
Injuries,X57-X99,X76,child
Injuries,X57-X99,X77,child
Injuries,X57-X99,X78,child
Injuries,X57-X99,X79,child
Injuries,X57-X99,X80,child
Injuries,X57-X99,X81,child
Injuries,X57-X99,X82,child
Injuries,X57-X99,X83,child
Injuries,X57-X99,X84,child
Injuries,X57-X99,X85,child
Injuries,X57-X99,X86,child
Injuries,X57-X99,X87,child
Injuries,X57-X99,X88,child
Injuries,X57-X99,X89,child
Injuries,X57-X99,X90,child
Injuries,X57-X99,X91,child
Injuries,X57-X99,X92,child
Injuries,X57-X99,X93,child
Injuries,X57-X99,X94,child
Injuries,X57-X99,X95,child
Injuries,X57-X99,X96,child
Injuries,X57-X99,X97,child
Injuries,X57-X99,X98,child
Injuries,X57-X99,X99,child
Injuries,Y00-Y91,Y00,child
Injuries,Y00-Y91,Y01,child
Injuries,Y00-Y91,Y02,child
Injuries,Y00-Y91,Y03,child
Injuries,Y00-Y91,Y04,child
Injuries,Y00-Y91,Y05,child
Injuries,Y00-Y91,Y06,child
Injuries,Y00-Y91,Y07,child
Injuries,Y00-Y91,Y08,child
Injuries,Y00-Y91,Y09,child
Injuries,Y00-Y91,Y10,child
Injuries,Y00-Y91,Y11,child
Injuries,Y00-Y91,Y12,child
Injuries,Y00-Y91,Y13,child
Injuries,Y00-Y91,Y14,child
Injuries,Y00-Y91,Y15,child
Injuries,Y00-Y91,Y16,child
Injuries,Y00-Y91,Y17,child
Injuries,Y00-Y91,Y18,child
Injuries,Y00-Y91,Y19,child
Injuries,Y00-Y91,Y20,child
Injuries,Y00-Y91,Y21,child
Injuries,Y00-Y91,Y22,child
Injuries,Y00-Y91,Y23,child
Injuries,Y00-Y91,Y24,child
Injuries,Y00-Y91,Y25,child
Injuries,Y00-Y91,Y26,child
Injuries,Y00-Y91,Y27,child
Injuries,Y00-Y91,Y28,child
Injuries,Y00-Y91,Y29,child
Injuries,Y00-Y91,Y30,child
Injuries,Y00-Y91,Y31,child
Injuries,Y00-Y91,Y32,child
Injuries,Y00-Y91,Y33,child
Injuries,Y00-Y91,Y34,child
Injuries,Y00-Y91,Y35,child
Injuries,Y00-Y91,Y36,child
Injuries,Y00-Y91,Y37,child
Injuries,Y00-Y91,Y38,child
Injuries,Y00-Y91,Y39,child
Injuries,Y00-Y91,Y40,child
Injuries,Y00-Y91,Y41,child
Injuries,Y00-Y91,Y42,child
Injuries,Y00-Y91,Y43,child
Injuries,Y00-Y91,Y44,child
Injuries,Y00-Y91,Y45,child
Injuries,Y00-Y91,Y46,child
Injuries,Y00-Y91,Y47,child
Injuries,Y00-Y91,Y48,child
Injuries,Y00-Y91,Y49,child
Injuries,Y00-Y91,Y50,child
Injuries,Y00-Y91,Y51,child
Injuries,Y00-Y91,Y52,child
Injuries,Y00-Y91,Y53,child
Injuries,Y00-Y91,Y54,child
Injuries,Y00-Y91,Y55,child
Injuries,Y00-Y91,Y56,child
Injuries,Y00-Y91,Y57,child
Injuries,Y00-Y91,Y58,child
Injuries,Y00-Y91,Y59,child
Injuries,Y00-Y91,Y60,child
Injuries,Y00-Y91,Y61,child
Injuries,Y00-Y91,Y62,child
Injuries,Y00-Y91,Y63,child
Injuries,Y00-Y91,Y64,child
Injuries,Y00-Y91,Y65,child
Injuries,Y00-Y91,Y66,child
Injuries,Y00-Y91,Y67,child
Injuries,Y00-Y91,Y68,child
Injuries,Y00-Y91,Y69,child
Injuries,Y00-Y91,Y70,child
Injuries,Y00-Y91,Y71,child
Injuries,Y00-Y91,Y72,child
Injuries,Y00-Y91,Y73,child
Injuries,Y00-Y91,Y74,child
Injuries,Y00-Y91,Y75,child
Injuries,Y00-Y91,Y76,child
Injuries,Y00-Y91,Y77,child
Injuries,Y00-Y91,Y78,child
Injuries,Y00-Y91,Y79,child
Injuries,Y00-Y91,Y80,child
Injuries,Y00-Y91,Y81,child
Injuries,Y00-Y91,Y82,child
Injuries,Y00-Y91,Y83,child
Injuries,Y00-Y91,Y84,child
Injuries,Y00-Y91,Y85,child
Injuries,Y00-Y91,Y86,child
Injuries,Y00-Y91,Y87,child
Injuries,Y00-Y91,Y88,child
Injuries,Y00-Y91,Y89,child
Injuries,Y00-Y91,Y90,child
Injuries,Y00-Y91,Y91,child
Other infections,Y95,Y95,child
Injuries,Y97-Y98,Y97,child
Injuries,Y97-Y98,Y98,child
Other infections,ZZ11,ZZ11,child
"Epilepsy, leukaemia, and other noncommunicable diseases",ZZ12-ZZ13,ZZ12,child
"Epilepsy, leukaemia, and other noncommunicable diseases",ZZ15,ZZ15,child
Neonatal infections,A00-A09,A00,neo
Neonatal infections,A00-A09,A01,neo
Neonatal infections,A00-A09,A02,neo
Neonatal infections,A00-A09,A03,neo
Neonatal infections,A00-A09,A04,neo
Neonatal infections,A00-A09,A05,neo
Neonatal infections,A00-A09,A06,neo
Neonatal infections,A00-A09,A07,neo
Neonatal infections,A00-A09,A08,neo
Neonatal infections,A00-A09,A09,neo
Other,A15-A19,A15,neo
Other,A15-A19,A16,neo
Other,A15-A19,A17,neo
Other,A15-A19,A18,neo
Other,A15-A19,A19,neo
Neonatal infections,A20-A28,A20,neo
Neonatal infections,A20-A28,A21,neo
Neonatal infections,A20-A28,A22,neo
Neonatal infections,A20-A28,A23,neo
Neonatal infections,A20-A28,A24,neo
Neonatal infections,A20-A28,A25,neo
Neonatal infections,A20-A28,A26,neo
Neonatal infections,A20-A28,A27,neo
Neonatal infections,A20-A28,A28,neo
Other,A30-A31,A30,neo
Other,A30-A31,A31,neo
Neonatal infections,A32-A35,A32,neo
Neonatal infections,A32-A35,A33,neo
Neonatal infections,A32-A35,A34,neo
Neonatal infections,A32-A35,A35,neo
Other,A36,A36,neo
Neonatal infections,A37-A44,A37,neo
Neonatal infections,A37-A44,A38,neo
Neonatal infections,A37-A44,A39,neo
Neonatal infections,A37-A44,A40,neo
Neonatal infections,A37-A44,A41,neo
Neonatal infections,A37-A44,A42,neo
Neonatal infections,A37-A44,A43,neo
Neonatal infections,A37-A44,A44,neo
Neonatal infections,A46,A46,neo
Neonatal infections,A48-A49,A48,neo
Neonatal infections,A48-A49,A49,neo
Other,A50-A67,A50,neo
Other,A50-A67,A51,neo
Other,A50-A67,A52,neo
Other,A50-A67,A53,neo
Other,A50-A67,A54,neo
Other,A50-A67,A55,neo
Other,A50-A67,A56,neo
Other,A50-A67,A57,neo
Other,A50-A67,A58,neo
Other,A50-A67,A59,neo
Other,A50-A67,A60,neo
Other,A50-A67,A61,neo
Other,A50-A67,A62,neo
Other,A50-A67,A63,neo
Other,A50-A67,A64,neo
Other,A50-A67,A65,neo
Other,A50-A67,A66,neo
Other,A50-A67,A67,neo
Neonatal infections,A68-A70,A68,neo
Neonatal infections,A68-A70,A69,neo
Neonatal infections,A68-A70,A70,neo
Other,A71,A71,neo
Neonatal infections,A74-A75,A74,neo
Neonatal infections,A74-A75,A75,neo
Neonatal infections,A77-A79,A77,neo
Neonatal infections,A77-A79,A78,neo
Neonatal infections,A77-A79,A79,neo
Other,A80,A80,neo
Neonatal infections,A81-A90,A81,neo
Neonatal infections,A81-A90,A82,neo
Neonatal infections,A81-A90,A83,neo
Neonatal infections,A81-A90,A84,neo
Neonatal infections,A81-A90,A85,neo
Neonatal infections,A81-A90,A86,neo
Neonatal infections,A81-A90,A87,neo
Neonatal infections,A81-A90,A88,neo
Neonatal infections,A81-A90,A89,neo
Neonatal infections,A81-A90,A90,neo
Other,A91-A99,A91,neo
Other,A91-A99,A92,neo
Other,A91-A99,A93,neo
Other,A91-A99,A94,neo
Other,A91-A99,A95,neo
Other,A91-A99,A96,neo
Other,A91-A99,A97,neo
Other,A91-A99,A98,neo
Other,A91-A99,A99,neo
Other,B00-B09,B00,neo
Other,B00-B09,B01,neo
Other,B00-B09,B02,neo
Other,B00-B09,B03,neo
Other,B00-B09,B04,neo
Other,B00-B09,B05,neo
Other,B00-B09,B06,neo
Other,B00-B09,B07,neo
Other,B00-B09,B08,neo
Other,B00-B09,B09,neo
Other,B15-B27,B15,neo
Other,B15-B27,B16,neo
Other,B15-B27,B17,neo
Other,B15-B27,B18,neo
Other,B15-B27,B19,neo
Other,B15-B27,B20,neo
Other,B15-B27,B21,neo
Other,B15-B27,B22,neo
Other,B15-B27,B23,neo
Other,B15-B27,B24,neo
Other,B15-B27,B25,neo
Other,B15-B27,B26,neo
Other,B15-B27,B27,neo
Other,B30,B30,neo
Other,B33-B53,B33,neo
Other,B33-B53,B34,neo
Other,B33-B53,B35,neo
Other,B33-B53,B36,neo
Other,B33-B53,B37,neo
Other,B33-B53,B38,neo
Other,B33-B53,B39,neo
Other,B33-B53,B40,neo
Other,B33-B53,B41,neo
Other,B33-B53,B42,neo
Other,B33-B53,B43,neo
Other,B33-B53,B44,neo
Other,B33-B53,B45,neo
Other,B33-B53,B46,neo
Other,B33-B53,B47,neo
Other,B33-B53,B48,neo
Other,B33-B53,B49,neo
Other,B33-B53,B50,neo
Other,B33-B53,B51,neo
Other,B33-B53,B52,neo
Other,B33-B53,B53,neo
Neonatal infections,B54,B54,neo
Other,B55-B60,B55,neo
Other,B55-B60,B56,neo
Other,B55-B60,B57,neo
Other,B55-B60,B58,neo
Other,B55-B60,B59,neo
Other,B55-B60,B60,neo
Other,B64-B83,B64,neo
Other,B64-B83,B65,neo
Other,B64-B83,B66,neo
Other,B64-B83,B67,neo
Other,B64-B83,B68,neo
Other,B64-B83,B69,neo
Other,B64-B83,B70,neo
Other,B64-B83,B71,neo
Other,B64-B83,B72,neo
Other,B64-B83,B73,neo
Other,B64-B83,B74,neo
Other,B64-B83,B75,neo
Other,B64-B83,B76,neo
Other,B64-B83,B77,neo
Other,B64-B83,B78,neo
Other,B64-B83,B79,neo
Other,B64-B83,B80,neo
Other,B64-B83,B81,neo
Other,B64-B83,B82,neo
Other,B64-B83,B83,neo
Other,B85-B92,B85,neo
Other,B85-B92,B86,neo
Other,B85-B92,B87,neo
Other,B85-B92,B88,neo
Other,B85-B92,B89,neo
Other,B85-B92,B90,neo
Other,B85-B92,B91,neo
Other,B85-B92,B92,neo
Other,B94,B94,neo
Neonatal infections,B95-B96,B95,neo
Neonatal infections,B95-B96,B96,neo
Other,B97,B97,neo
Other,B99,B99,neo
Other,C00-C75,C00,neo
Other,C00-C75,C01,neo
Other,C00-C75,C02,neo
Other,C00-C75,C03,neo
Other,C00-C75,C04,neo
Other,C00-C75,C05,neo
Other,C00-C75,C06,neo
Other,C00-C75,C07,neo
Other,C00-C75,C08,neo
Other,C00-C75,C09,neo
Other,C00-C75,C10,neo
Other,C00-C75,C11,neo
Other,C00-C75,C12,neo
Other,C00-C75,C13,neo
Other,C00-C75,C14,neo
Other,C00-C75,C15,neo
Other,C00-C75,C16,neo
Other,C00-C75,C17,neo
Other,C00-C75,C18,neo
Other,C00-C75,C19,neo
Other,C00-C75,C20,neo
Other,C00-C75,C21,neo
Other,C00-C75,C22,neo
Other,C00-C75,C23,neo
Other,C00-C75,C24,neo
Other,C00-C75,C25,neo
Other,C00-C75,C26,neo
Other,C00-C75,C27,neo
Other,C00-C75,C28,neo
Other,C00-C75,C29,neo
Other,C00-C75,C30,neo
Other,C00-C75,C31,neo
Other,C00-C75,C32,neo
Other,C00-C75,C33,neo
Other,C00-C75,C34,neo
Other,C00-C75,C35,neo
Other,C00-C75,C36,neo
Other,C00-C75,C37,neo
Other,C00-C75,C38,neo
Other,C00-C75,C39,neo
Other,C00-C75,C40,neo
Other,C00-C75,C41,neo
Other,C00-C75,C42,neo
Other,C00-C75,C43,neo
Other,C00-C75,C44,neo
Other,C00-C75,C45,neo
Other,C00-C75,C46,neo
Other,C00-C75,C47,neo
Other,C00-C75,C48,neo
Other,C00-C75,C49,neo
Other,C00-C75,C50,neo
Other,C00-C75,C51,neo
Other,C00-C75,C52,neo
Other,C00-C75,C53,neo
Other,C00-C75,C54,neo
Other,C00-C75,C55,neo
Other,C00-C75,C56,neo
Other,C00-C75,C57,neo
Other,C00-C75,C58,neo
Other,C00-C75,C59,neo
Other,C00-C75,C60,neo
Other,C00-C75,C61,neo
Other,C00-C75,C62,neo
Other,C00-C75,C63,neo
Other,C00-C75,C64,neo
Other,C00-C75,C65,neo
Other,C00-C75,C66,neo
Other,C00-C75,C67,neo
Other,C00-C75,C68,neo
Other,C00-C75,C69,neo
Other,C00-C75,C70,neo
Other,C00-C75,C71,neo
Other,C00-C75,C72,neo
Other,C00-C75,C73,neo
Other,C00-C75,C74,neo
Other,C00-C75,C75,neo
Congenital anomalies,C76,C76,neo
Other,C77-C97,C77,neo
Other,C77-C97,C78,neo
Other,C77-C97,C79,neo
Other,C77-C97,C80,neo
Other,C77-C97,C81,neo
Other,C77-C97,C82,neo
Other,C77-C97,C83,neo
Other,C77-C97,C84,neo
Other,C77-C97,C85,neo
Other,C77-C97,C86,neo
Other,C77-C97,C87,neo
Other,C77-C97,C88,neo
Other,C77-C97,C89,neo
Other,C77-C97,C90,neo
Other,C77-C97,C91,neo
Other,C77-C97,C92,neo
Other,C77-C97,C93,neo
Other,C77-C97,C94,neo
Other,C77-C97,C95,neo
Other,C77-C97,C96,neo
Other,C77-C97,C97,neo
Other,D00-D48,D00,neo
Other,D00-D48,D01,neo
Other,D00-D48,D02,neo
Other,D00-D48,D03,neo
Other,D00-D48,D04,neo
Other,D00-D48,D05,neo
Other,D00-D48,D06,neo
Other,D00-D48,D07,neo
Other,D00-D48,D08,neo
Other,D00-D48,D09,neo
Other,D00-D48,D10,neo
Other,D00-D48,D11,neo
Other,D00-D48,D12,neo
Other,D00-D48,D13,neo
Other,D00-D48,D14,neo
Other,D00-D48,D15,neo
Other,D00-D48,D16,neo
Other,D00-D48,D17,neo
Other,D00-D48,D18,neo
Other,D00-D48,D19,neo
Other,D00-D48,D20,neo
Other,D00-D48,D21,neo
Other,D00-D48,D22,neo
Other,D00-D48,D23,neo
Other,D00-D48,D24,neo
Other,D00-D48,D25,neo
Other,D00-D48,D26,neo
Other,D00-D48,D27,neo
Other,D00-D48,D28,neo
Other,D00-D48,D29,neo
Other,D00-D48,D30,neo
Other,D00-D48,D31,neo
Other,D00-D48,D32,neo
Other,D00-D48,D33,neo
Other,D00-D48,D34,neo
Other,D00-D48,D35,neo
Other,D00-D48,D36,neo
Other,D00-D48,D37,neo
Other,D00-D48,D38,neo
Other,D00-D48,D39,neo
Other,D00-D48,D40,neo
Other,D00-D48,D41,neo
Other,D00-D48,D42,neo
Other,D00-D48,D43,neo
Other,D00-D48,D44,neo
Other,D00-D48,D45,neo
Other,D00-D48,D46,neo
Other,D00-D48,D47,neo
Other,D00-D48,D48,neo
Other,D50-D53,D50,neo
Other,D50-D53,D51,neo
Other,D50-D53,D52,neo
Other,D50-D53,D53,neo
Other,D55-D63,D55,neo
Other,D55-D63,D56,neo
Other,D55-D63,D57,neo
Other,D55-D63,D58,neo
Other,D55-D63,D59,neo
Other,D55-D63,D60,neo
Other,D55-D63,D61,neo
Other,D55-D63,D62,neo
Other,D55-D63,D63,neo
Prematurity and low birthweight,D64,D64,neo
Other,D65-D89,D65,neo
Other,D65-D89,D66,neo
Other,D65-D89,D67,neo
Other,D65-D89,D68,neo
Other,D65-D89,D69,neo
Other,D65-D89,D70,neo
Other,D65-D89,D71,neo
Other,D65-D89,D72,neo
Other,D65-D89,D73,neo
Other,D65-D89,D74,neo
Other,D65-D89,D75,neo
Other,D65-D89,D76,neo
Other,D65-D89,D77,neo
Other,D65-D89,D78,neo
Other,D65-D89,D79,neo
Other,D65-D89,D80,neo
Other,D65-D89,D81,neo
Other,D65-D89,D82,neo
Other,D65-D89,D83,neo
Other,D65-D89,D84,neo
Other,D65-D89,D85,neo
Other,D65-D89,D86,neo
Other,D65-D89,D87,neo
Other,D65-D89,D88,neo
Other,D65-D89,D89,neo
Other,E00-E35,E00,neo
Other,E00-E35,E01,neo
Other,E00-E35,E02,neo
Other,E00-E35,E03,neo
Other,E00-E35,E04,neo
Other,E00-E35,E05,neo
Other,E00-E35,E06,neo
Other,E00-E35,E07,neo
Other,E00-E35,E08,neo
Other,E00-E35,E09,neo
Other,E00-E35,E10,neo
Other,E00-E35,E11,neo
Other,E00-E35,E12,neo
Other,E00-E35,E13,neo
Other,E00-E35,E14,neo
Other,E00-E35,E15,neo
Other,E00-E35,E16,neo
Other,E00-E35,E17,neo
Other,E00-E35,E18,neo
Other,E00-E35,E19,neo
Other,E00-E35,E20,neo
Other,E00-E35,E21,neo
Other,E00-E35,E22,neo
Other,E00-E35,E23,neo
Other,E00-E35,E24,neo
Other,E00-E35,E25,neo
Other,E00-E35,E26,neo
Other,E00-E35,E27,neo
Other,E00-E35,E28,neo
Other,E00-E35,E29,neo
Other,E00-E35,E30,neo
Other,E00-E35,E31,neo
Other,E00-E35,E32,neo
Other,E00-E35,E33,neo
Other,E00-E35,E34,neo
Other,E00-E35,E35,neo
Other,E40-E46,E40,neo
Other,E40-E46,E41,neo
Other,E40-E46,E42,neo
Other,E40-E46,E43,neo
Other,E40-E46,E44,neo
Other,E40-E46,E45,neo
Other,E40-E46,E46,neo
Other,E50-E56,E50,neo
Other,E50-E56,E51,neo
Other,E50-E56,E52,neo
Other,E50-E56,E53,neo
Other,E50-E56,E54,neo
Other,E50-E56,E55,neo
Other,E50-E56,E56,neo
Other,E59-E61,E59,neo
Other,E59-E61,E60,neo
Other,E59-E61,E61,neo
Other,E63-E90,E63,neo
Other,E63-E90,E64,neo
Other,E63-E90,E65,neo
Other,E63-E90,E66,neo
Other,E63-E90,E67,neo
Other,E63-E90,E68,neo
Other,E63-E90,E69,neo
Other,E63-E90,E70,neo
Other,E63-E90,E71,neo
Other,E63-E90,E72,neo
Other,E63-E90,E73,neo
Other,E63-E90,E74,neo
Other,E63-E90,E75,neo
Other,E63-E90,E76,neo
Other,E63-E90,E77,neo
Other,E63-E90,E78,neo
Other,E63-E90,E79,neo
Other,E63-E90,E80,neo
Other,E63-E90,E81,neo
Other,E63-E90,E82,neo
Other,E63-E90,E83,neo
Other,E63-E90,E84,neo
Other,E63-E90,E85,neo
Other,E63-E90,E86,neo
Other,E63-E90,E87,neo
Other,E63-E90,E88,neo
Other,E63-E90,E89,neo
Other,E63-E90,E90,neo
Other,F00-F99,F00,neo
Other,F00-F99,F01,neo
Other,F00-F99,F02,neo
Other,F00-F99,F03,neo
Other,F00-F99,F04,neo
Other,F00-F99,F05,neo
Other,F00-F99,F06,neo
Other,F00-F99,F07,neo
Other,F00-F99,F08,neo
Other,F00-F99,F09,neo
Other,F00-F99,F10,neo
Other,F00-F99,F11,neo
Other,F00-F99,F12,neo
Other,F00-F99,F13,neo
Other,F00-F99,F14,neo
Other,F00-F99,F15,neo
Other,F00-F99,F16,neo
Other,F00-F99,F17,neo
Other,F00-F99,F18,neo
Other,F00-F99,F19,neo
Other,F00-F99,F20,neo
Other,F00-F99,F21,neo
Other,F00-F99,F22,neo
Other,F00-F99,F23,neo
Other,F00-F99,F24,neo
Other,F00-F99,F25,neo
Other,F00-F99,F26,neo
Other,F00-F99,F27,neo
Other,F00-F99,F28,neo
Other,F00-F99,F29,neo
Other,F00-F99,F30,neo
Other,F00-F99,F31,neo
Other,F00-F99,F32,neo
Other,F00-F99,F33,neo
Other,F00-F99,F34,neo
Other,F00-F99,F35,neo
Other,F00-F99,F36,neo
Other,F00-F99,F37,neo
Other,F00-F99,F38,neo
Other,F00-F99,F39,neo
Other,F00-F99,F40,neo
Other,F00-F99,F41,neo
Other,F00-F99,F42,neo
Other,F00-F99,F43,neo
Other,F00-F99,F44,neo
Other,F00-F99,F45,neo
Other,F00-F99,F46,neo
Other,F00-F99,F47,neo
Other,F00-F99,F48,neo
Other,F00-F99,F49,neo
Other,F00-F99,F50,neo
Other,F00-F99,F51,neo
Other,F00-F99,F52,neo
Other,F00-F99,F53,neo
Other,F00-F99,F54,neo
Other,F00-F99,F55,neo
Other,F00-F99,F56,neo
Other,F00-F99,F57,neo
Other,F00-F99,F58,neo
Other,F00-F99,F59,neo
Other,F00-F99,F60,neo
Other,F00-F99,F61,neo
Other,F00-F99,F62,neo
Other,F00-F99,F63,neo
Other,F00-F99,F64,neo
Other,F00-F99,F65,neo
Other,F00-F99,F66,neo
Other,F00-F99,F67,neo
Other,F00-F99,F68,neo
Other,F00-F99,F69,neo
Other,F00-F99,F70,neo
Other,F00-F99,F71,neo
