"cod","icd10_range","icd10"
"Ill-defined","R09-R10","R09"
"Ill-defined","R09-R10","R10"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R11"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R12"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R13"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R14"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R15"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R16"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R17"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R18"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R19"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R20"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R21"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R22"
"Epilepsy, leukaemia, and other noncommunicable diseases","R11-R23","R23"
"Ill-defined","R25","R25"
"Epilepsy, leukaemia, and other noncommunicable diseases","R26-R27","R26"
"Epilepsy, leukaemia, and other noncommunicable diseases","R26-R27","R27"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R29"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R30"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R31"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R32"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R33"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R34"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R35"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R36"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R37"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R38"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R39"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R40"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R41"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R42"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R43"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R44"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R45"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R46"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R47"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R48"
"Epilepsy, leukaemia, and other noncommunicable diseases","R29-R49","R49"
"Other infections","R50","R50"
"Ill-defined","R51-R54","R51"
"Ill-defined","R51-R54","R52"
"Ill-defined","R51-R54","R53"
"Ill-defined","R51-R54","R54"
"Epilepsy, leukaemia, and other noncommunicable diseases","R55-R56","R55"
"Epilepsy, leukaemia, and other noncommunicable diseases","R55-R56","R56"
"Ill-defined","R57-R58","R57"
"Ill-defined","R57-R58","R58"
"Epilepsy, leukaemia, and other noncommunicable diseases","R59","R59"
"Ill-defined","R60-R62","R60"
"Ill-defined","R60-R62","R61"
"Ill-defined","R60-R62","R62"
"Epilepsy, leukaemia, and other noncommunicable diseases","R63","R63"
"Ill-defined","R64","R64"
"Ill-defined","R68-R69","R68"
"Ill-defined","R68-R69","R69"
"Epilepsy, leukaemia, and other noncommunicable diseases","R70-R74","R70"
"Epilepsy, leukaemia, and other noncommunicable diseases","R70-R74","R71"
"Epilepsy, leukaemia, and other noncommunicable diseases","R70-R74","R72"
"Epilepsy, leukaemia, and other noncommunicable diseases","R70-R74","R73"
"Epilepsy, leukaemia, and other noncommunicable diseases","R70-R74","R74"
"Other infections","R75","R75"
"Epilepsy, leukaemia, and other noncommunicable diseases","R76-R77","R76"
"Epilepsy, leukaemia, and other noncommunicable diseases","R76-R77","R77"
"Ill-defined","R78-R79","R78"
"Ill-defined","R78-R79","R79"
"Epilepsy, leukaemia, and other noncommunicable diseases","R80-R82","R80"
"Epilepsy, leukaemia, and other noncommunicable diseases","R80-R82","R81"
"Epilepsy, leukaemia, and other noncommunicable diseases","R80-R82","R82"
"Ill-defined","R83","R83"
"Epilepsy, leukaemia, and other noncommunicable diseases","R84-R87","R84"
"Epilepsy, leukaemia, and other noncommunicable diseases","R84-R87","R85"
"Epilepsy, leukaemia, and other noncommunicable diseases","R84-R87","R86"
"Epilepsy, leukaemia, and other noncommunicable diseases","R84-R87","R87"
"Ill-defined","R89","R89"
"Epilepsy, leukaemia, and other noncommunicable diseases","R90-R91","R90"
"Epilepsy, leukaemia, and other noncommunicable diseases","R90-R91","R91"
"Ill-defined","R92-R99","R92"
"Ill-defined","R92-R99","R93"
"Ill-defined","R92-R99","R94"
"Ill-defined","R92-R99","R95"
"Ill-defined","R92-R99","R96"
"Ill-defined","R92-R99","R97"
"Ill-defined","R92-R99","R98"
"Ill-defined","R92-R99","R99"
"Injuries","S00-S99","S00"
"Injuries","S00-S99","S01"
"Injuries","S00-S99","S02"
"Injuries","S00-S99","S03"
"Injuries","S00-S99","S04"
"Injuries","S00-S99","S05"
"Injuries","S00-S99","S06"
"Injuries","S00-S99","S07"
"Injuries","S00-S99","S08"
"Injuries","S00-S99","S09"
"Injuries","S00-S99","S10"
"Injuries","S00-S99","S11"
"Injuries","S00-S99","S12"
"Injuries","S00-S99","S13"
"Injuries","S00-S99","S14"
"Injuries","S00-S99","S15"
"Injuries","S00-S99","S16"
"Injuries","S00-S99","S17"
"Injuries","S00-S99","S18"
"Injuries","S00-S99","S19"
"Injuries","S00-S99","S20"
"Injuries","S00-S99","S21"
"Injuries","S00-S99","S22"
"Injuries","S00-S99","S23"
"Injuries","S00-S99","S24"
"Injuries","S00-S99","S25"
"Injuries","S00-S99","S26"
"Injuries","S00-S99","S27"
"Injuries","S00-S99","S28"
"Injuries","S00-S99","S29"
"Injuries","S00-S99","S30"
"Injuries","S00-S99","S31"
"Injuries","S00-S99","S32"
"Injuries","S00-S99","S33"
"Injuries","S00-S99","S34"
"Injuries","S00-S99","S35"
"Injuries","S00-S99","S36"
"Injuries","S00-S99","S37"
"Injuries","S00-S99","S38"
"Injuries","S00-S99","S39"
"Injuries","S00-S99","S40"
"Injuries","S00-S99","S41"
"Injuries","S00-S99","S42"
"Injuries","S00-S99","S43"
"Injuries","S00-S99","S44"
"Injuries","S00-S99","S45"
"Injuries","S00-S99","S46"
"Injuries","S00-S99","S47"
"Injuries","S00-S99","S48"
"Injuries","S00-S99","S49"
"Injuries","S00-S99","S50"
"Injuries","S00-S99","S51"
"Injuries","S00-S99","S52"
"Injuries","S00-S99","S53"
"Injuries","S00-S99","S54"
"Injuries","S00-S99","S55"
"Injuries","S00-S99","S56"
"Injuries","S00-S99","S57"
"Injuries","S00-S99","S58"
"Injuries","S00-S99","S59"
"Injuries","S00-S99","S60"
"Injuries","S00-S99","S61"
"Injuries","S00-S99","S62"
"Injuries","S00-S99","S63"
"Injuries","S00-S99","S64"
"Injuries","S00-S99","S65"
"Injuries","S00-S99","S66"
"Injuries","S00-S99","S67"
"Injuries","S00-S99","S68"
"Injuries","S00-S99","S69"
"Injuries","S00-S99","S70"
"Injuries","S00-S99","S71"
"Injuries","S00-S99","S72"
"Injuries","S00-S99","S73"
"Injuries","S00-S99","S74"
"Injuries","S00-S99","S75"
"Injuries","S00-S99","S76"
"Injuries","S00-S99","S77"
"Injuries","S00-S99","S78"
"Injuries","S00-S99","S79"
"Injuries","S00-S99","S80"
"Injuries","S00-S99","S81"
"Injuries","S00-S99","S82"
"Injuries","S00-S99","S83"
"Injuries","S00-S99","S84"
"Injuries","S00-S99","S85"
"Injuries","S00-S99","S86"
"Injuries","S00-S99","S87"
"Injuries","S00-S99","S88"
"Injuries","S00-S99","S89"
"Injuries","S00-S99","S90"
"Injuries","S00-S99","S91"
"Injuries","S00-S99","S92"
"Injuries","S00-S99","S93"
"Injuries","S00-S99","S94"
"Injuries","S00-S99","S95"
"Injuries","S00-S99","S96"
"Injuries","S00-S99","S97"
"Injuries","S00-S99","S98"
"Injuries","S00-S99","S99"
"Injuries","T00-T98","T00"
"Injuries","T00-T98","T01"
"Injuries","T00-T98","T02"
"Injuries","T00-T98","T03"
"Injuries","T00-T98","T04"
"Injuries","T00-T98","T05"
"Injuries","T00-T98","T06"
"Injuries","T00-T98","T07"
"Injuries","T00-T98","T08"
"Injuries","T00-T98","T09"
"Injuries","T00-T98","T10"
"Injuries","T00-T98","T11"
"Injuries","T00-T98","T12"
"Injuries","T00-T98","T13"
"Injuries","T00-T98","T14"
"Injuries","T00-T98","T15"
"Injuries","T00-T98","T16"
"Injuries","T00-T98","T17"
"Injuries","T00-T98","T18"
"Injuries","T00-T98","T19"
"Injuries","T00-T98","T20"
"Injuries","T00-T98","T21"
"Injuries","T00-T98","T22"
"Injuries","T00-T98","T23"
"Injuries","T00-T98","T24"
"Injuries","T00-T98","T25"
"Injuries","T00-T98","T26"
"Injuries","T00-T98","T27"
"Injuries","T00-T98","T28"
"Injuries","T00-T98","T29"
"Injuries","T00-T98","T30"
"Injuries","T00-T98","T31"
"Injuries","T00-T98","T32"
"Injuries","T00-T98","T33"
"Injuries","T00-T98","T34"
"Injuries","T00-T98","T35"
"Injuries","T00-T98","T36"
"Injuries","T00-T98","T37"
"Injuries","T00-T98","T38"
"Injuries","T00-T98","T39"
"Injuries","T00-T98","T40"
"Injuries","T00-T98","T41"
"Injuries","T00-T98","T42"
"Injuries","T00-T98","T43"
"Injuries","T00-T98","T44"
"Injuries","T00-T98","T45"
"Injuries","T00-T98","T46"
"Injuries","T00-T98","T47"
"Injuries","T00-T98","T48"
"Injuries","T00-T98","T49"
"Injuries","T00-T98","T50"
"Injuries","T00-T98","T51"
"Injuries","T00-T98","T52"
"Injuries","T00-T98","T53"
"Injuries","T00-T98","T54"
"Injuries","T00-T98","T55"
"Injuries","T00-T98","T56"
"Injuries","T00-T98","T57"
"Injuries","T00-T98","T58"
"Injuries","T00-T98","T59"
"Injuries","T00-T98","T60"
"Injuries","T00-T98","T61"
"Injuries","T00-T98","T62"
"Injuries","T00-T98","T63"
"Injuries","T00-T98","T64"
"Injuries","T00-T98","T65"
"Injuries","T00-T98","T66"
"Injuries","T00-T98","T67"
"Injuries","T00-T98","T68"
"Injuries","T00-T98","T69"
"Injuries","T00-T98","T70"
"Injuries","T00-T98","T71"
"Injuries","T00-T98","T72"
"Injuries","T00-T98","T73"
"Injuries","T00-T98","T74"
"Injuries","T00-T98","T75"
"Injuries","T00-T98","T76"
"Injuries","T00-T98","T77"
"Injuries","T00-T98","T78"
"Injuries","T00-T98","T79"
"Injuries","T00-T98","T80"
"Injuries","T00-T98","T81"
"Injuries","T00-T98","T82"
"Injuries","T00-T98","T83"
"Injuries","T00-T98","T84"
"Injuries","T00-T98","T85"
"Injuries","T00-T98","T86"
"Injuries","T00-T98","T87"
"Injuries","T00-T98","T88"
"Injuries","T00-T98","T89"
"Injuries","T00-T98","T90"
"Injuries","T00-T98","T91"
"Injuries","T00-T98","T92"
"Injuries","T00-T98","T93"
"Injuries","T00-T98","T94"
"Injuries","T00-T98","T95"
"Injuries","T00-T98","T96"
"Injuries","T00-T98","T97"
"Injuries","T00-T98","T98"
"Other infections","U00","U00"
"Pneumonia","U04","U04"
"Injuries","V01-V99","V01"
"Injuries","V01-V99","V02"
"Injuries","V01-V99","V03"
"Injuries","V01-V99","V04"
"Injuries","V01-V99","V05"
"Injuries","V01-V99","V06"
"Injuries","V01-V99","V07"
"Injuries","V01-V99","V08"
"Injuries","V01-V99","V09"
"Injuries","V01-V99","V10"
"Injuries","V01-V99","V11"
"Injuries","V01-V99","V12"
"Injuries","V01-V99","V13"
"Injuries","V01-V99","V14"
"Injuries","V01-V99","V15"
"Injuries","V01-V99","V16"
"Injuries","V01-V99","V17"
"Injuries","V01-V99","V18"
"Injuries","V01-V99","V19"
"Injuries","V01-V99","V20"
"Injuries","V01-V99","V21"
"Injuries","V01-V99","V22"
"Injuries","V01-V99","V23"
"Injuries","V01-V99","V24"
"Injuries","V01-V99","V25"
"Injuries","V01-V99","V26"
"Injuries","V01-V99","V27"
"Injuries","V01-V99","V28"
"Injuries","V01-V99","V29"
"Injuries","V01-V99","V30"
"Injuries","V01-V99","V31"
"Injuries","V01-V99","V32"
"Injuries","V01-V99","V33"
"Injuries","V01-V99","V34"
"Injuries","V01-V99","V35"
"Injuries","V01-V99","V36"
"Injuries","V01-V99","V37"
"Injuries","V01-V99","V38"
"Injuries","V01-V99","V39"
"Injuries","V01-V99","V40"
"Injuries","V01-V99","V41"
"Injuries","V01-V99","V42"
"Injuries","V01-V99","V43"
"Injuries","V01-V99","V44"
"Injuries","V01-V99","V45"
"Injuries","V01-V99","V46"
"Injuries","V01-V99","V47"
"Injuries","V01-V99","V48"
"Injuries","V01-V99","V49"
"Injuries","V01-V99","V50"
"Injuries","V01-V99","V51"
"Injuries","V01-V99","V52"
"Injuries","V01-V99","V53"
"Injuries","V01-V99","V54"
"Injuries","V01-V99","V55"
"Injuries","V01-V99","V56"
"Injuries","V01-V99","V57"
"Injuries","V01-V99","V58"
"Injuries","V01-V99","V59"
"Injuries","V01-V99","V60"
"Injuries","V01-V99","V61"
"Injuries","V01-V99","V62"
"Injuries","V01-V99","V63"
"Injuries","V01-V99","V64"
"Injuries","V01-V99","V65"
"Injuries","V01-V99","V66"
"Injuries","V01-V99","V67"
"Injuries","V01-V99","V68"
"Injuries","V01-V99","V69"
"Injuries","V01-V99","V70"
"Injuries","V01-V99","V71"
"Injuries","V01-V99","V72"
"Injuries","V01-V99","V73"
"Injuries","V01-V99","V74"
"Injuries","V01-V99","V75"
"Injuries","V01-V99","V76"
"Injuries","V01-V99","V77"
"Injuries","V01-V99","V78"
"Injuries","V01-V99","V79"
"Injuries","V01-V99","V80"
"Injuries","V01-V99","V81"
"Injuries","V01-V99","V82"
"Injuries","V01-V99","V83"
"Injuries","V01-V99","V84"
"Injuries","V01-V99","V85"
"Injuries","V01-V99","V86"
"Injuries","V01-V99","V87"
"Injuries","V01-V99","V88"
"Injuries","V01-V99","V89"
"Injuries","V01-V99","V90"
"Injuries","V01-V99","V91"
"Injuries","V01-V99","V92"
"Injuries","V01-V99","V93"
"Injuries","V01-V99","V94"
"Injuries","V01-V99","V95"
"Injuries","V01-V99","V96"
"Injuries","V01-V99","V97"
"Injuries","V01-V99","V98"
"Injuries","V01-V99","V99"
"Injuries","W00-W99","W00"
"Injuries","W00-W99","W01"
"Injuries","W00-W99","W02"
"Injuries","W00-W99","W03"
"Injuries","W00-W99","W04"
"Injuries","W00-W99","W05"
"Injuries","W00-W99","W06"
"Injuries","W00-W99","W07"
"Injuries","W00-W99","W08"
"Injuries","W00-W99","W09"
"Injuries","W00-W99","W10"
"Injuries","W00-W99","W11"
"Injuries","W00-W99","W12"
"Injuries","W00-W99","W13"
"Injuries","W00-W99","W14"
"Injuries","W00-W99","W15"
"Injuries","W00-W99","W16"
"Injuries","W00-W99","W17"
"Injuries","W00-W99","W18"
"Injuries","W00-W99","W19"
"Injuries","W00-W99","W20"
"Injuries","W00-W99","W21"
"Injuries","W00-W99","W22"
"Injuries","W00-W99","W23"
"Injuries","W00-W99","W24"
"Injuries","W00-W99","W25"
"Injuries","W00-W99","W26"
"Injuries","W00-W99","W27"
"Injuries","W00-W99","W28"
"Injuries","W00-W99","W29"
"Injuries","W00-W99","W30"
"Injuries","W00-W99","W31"
"Injuries","W00-W99","W32"
"Injuries","W00-W99","W33"
"Injuries","W00-W99","W34"
"Injuries","W00-W99","W35"
"Injuries","W00-W99","W36"
"Injuries","W00-W99","W37"
"Injuries","W00-W99","W38"
"Injuries","W00-W99","W39"
"Injuries","W00-W99","W40"
"Injuries","W00-W99","W41"
"Injuries","W00-W99","W42"
"Injuries","W00-W99","W43"
"Injuries","W00-W99","W44"
"Injuries","W00-W99","W45"
"Injuries","W00-W99","W46"
"Injuries","W00-W99","W47"
"Injuries","W00-W99","W48"
"Injuries","W00-W99","W49"
"Injuries","W00-W99","W50"
"Injuries","W00-W99","W51"
"Injuries","W00-W99","W52"
"Injuries","W00-W99","W53"
"Injuries","W00-W99","W54"
"Injuries","W00-W99","W55"
"Injuries","W00-W99","W56"
"Injuries","W00-W99","W57"
"Injuries","W00-W99","W58"
"Injuries","W00-W99","W59"
"Injuries","W00-W99","W60"
"Injuries","W00-W99","W61"
"Injuries","W00-W99","W62"
"Injuries","W00-W99","W63"
"Injuries","W00-W99","W64"
"Injuries","W00-W99","W65"
"Injuries","W00-W99","W66"
"Injuries","W00-W99","W67"
"Injuries","W00-W99","W68"
"Injuries","W00-W99","W69"
"Injuries","W00-W99","W70"
"Injuries","W00-W99","W71"
"Injuries","W00-W99","W72"
"Injuries","W00-W99","W73"
"Injuries","W00-W99","W74"
"Injuries","W00-W99","W75"
"Injuries","W00-W99","W76"
"Injuries","W00-W99","W77"
"Injuries","W00-W99","W78"
"Injuries","W00-W99","W79"
"Injuries","W00-W99","W80"
"Injuries","W00-W99","W81"
"Injuries","W00-W99","W82"
"Injuries","W00-W99","W83"
"Injuries","W00-W99","W84"
"Injuries","W00-W99","W85"
"Injuries","W00-W99","W86"
"Injuries","W00-W99","W87"
"Injuries","W00-W99","W88"
"Injuries","W00-W99","W89"
"Injuries","W00-W99","W90"
"Injuries","W00-W99","W91"
"Injuries","W00-W99","W92"
"Injuries","W00-W99","W93"
"Injuries","W00-W99","W94"
"Injuries","W00-W99","W95"
"Injuries","W00-W99","W96"
"Injuries","W00-W99","W97"
"Injuries","W00-W99","W98"
"Injuries","W00-W99","W99"
"Injuries","X00-X52","X00"
"Injuries","X00-X52","X01"
"Injuries","X00-X52","X02"
"Injuries","X00-X52","X03"
"Injuries","X00-X52","X04"
"Injuries","X00-X52","X05"
"Injuries","X00-X52","X06"
"Injuries","X00-X52","X07"
"Injuries","X00-X52","X08"
"Injuries","X00-X52","X09"
"Injuries","X00-X52","X10"
"Injuries","X00-X52","X11"
"Injuries","X00-X52","X12"
"Injuries","X00-X52","X13"
"Injuries","X00-X52","X14"
"Injuries","X00-X52","X15"
"Injuries","X00-X52","X16"
"Injuries","X00-X52","X17"
"Injuries","X00-X52","X18"
"Injuries","X00-X52","X19"
"Injuries","X00-X52","X20"
"Injuries","X00-X52","X21"
"Injuries","X00-X52","X22"
"Injuries","X00-X52","X23"
"Injuries","X00-X52","X24"
"Injuries","X00-X52","X25"
"Injuries","X00-X52","X26"
"Injuries","X00-X52","X27"
"Injuries","X00-X52","X28"
"Injuries","X00-X52","X29"
"Injuries","X00-X52","X30"
"Injuries","X00-X52","X31"
"Injuries","X00-X52","X32"
"Injuries","X00-X52","X33"
"Injuries","X00-X52","X34"
"Injuries","X00-X52","X35"
"Injuries","X00-X52","X36"
"Injuries","X00-X52","X37"
"Injuries","X00-X52","X38"
"Injuries","X00-X52","X39"
"Injuries","X00-X52","X40"
"Injuries","X00-X52","X41"
"Injuries","X00-X52","X42"
"Injuries","X00-X52","X43"
"Injuries","X00-X52","X44"
"Injuries","X00-X52","X45"
"Injuries","X00-X52","X46"
"Injuries","X00-X52","X47"
"Injuries","X00-X52","X48"
"Injuries","X00-X52","X49"
"Injuries","X00-X52","X50"
"Injuries","X00-X52","X51"
"Injuries","X00-X52","X52"
"Nutritional deficiencies","X53-X54","X53"
"Nutritional deficiencies","X53-X54","X54"
"Injuries","X57-X99","X57"
"Injuries","X57-X99","X58"
"Injuries","X57-X99","X59"
"Injuries","X57-X99","X60"
"Injuries","X57-X99","X61"
"Injuries","X57-X99","X62"
"Injuries","X57-X99","X63"
"Injuries","X57-X99","X64"
"Injuries","X57-X99","X65"
"Injuries","X57-X99","X66"
"Injuries","X57-X99","X67"
"Injuries","X57-X99","X68"
"Injuries","X57-X99","X69"
"Injuries","X57-X99","X70"
"Injuries","X57-X99","X71"
"Injuries","X57-X99","X72"
"Injuries","X57-X99","X73"
"Injuries","X57-X99","X74"
"Injuries","X57-X99","X75"
"Injuries","X57-X99","X76"
"Injuries","X57-X99","X77"
"Injuries","X57-X99","X78"
"Injuries","X57-X99","X79"
"Injuries","X57-X99","X80"
"Injuries","X57-X99","X81"
"Injuries","X57-X99","X82"
"Injuries","X57-X99","X83"
"Injuries","X57-X99","X84"
"Injuries","X57-X99","X85"
"Injuries","X57-X99","X86"
"Injuries","X57-X99","X87"
"Injuries","X57-X99","X88"
"Injuries","X57-X99","X89"
"Injuries","X57-X99","X90"
"Injuries","X57-X99","X91"
"Injuries","X57-X99","X92"
"Injuries","X57-X99","X93"
"Injuries","X57-X99","X94"
"Injuries","X57-X99","X95"
"Injuries","X57-X99","X96"
"Injuries","X57-X99","X97"
"Injuries","X57-X99","X98"
"Injuries","X57-X99","X99"
"Injuries","Y00-Y91","Y00"
"Injuries","Y00-Y91","Y01"
"Injuries","Y00-Y91","Y02"
"Injuries","Y00-Y91","Y03"
"Injuries","Y00-Y91","Y04"
"Injuries","Y00-Y91","Y05"
"Injuries","Y00-Y91","Y06"
"Injuries","Y00-Y91","Y07"
"Injuries","Y00-Y91","Y08"
"Injuries","Y00-Y91","Y09"
"Injuries","Y00-Y91","Y10"
"Injuries","Y00-Y91","Y11"
"Injuries","Y00-Y91","Y12"
"Injuries","Y00-Y91","Y13"
"Injuries","Y00-Y91","Y14"
"Injuries","Y00-Y91","Y15"
"Injuries","Y00-Y91","Y16"
"Injuries","Y00-Y91","Y17"
"Injuries","Y00-Y91","Y18"
"Injuries","Y00-Y91","Y19"
"Injuries","Y00-Y91","Y20"
"Injuries","Y00-Y91","Y21"
"Injuries","Y00-Y91","Y22"
"Injuries","Y00-Y91","Y23"
"Injuries","Y00-Y91","Y24"
"Injuries","Y00-Y91","Y25"
"Injuries","Y00-Y91","Y26"
"Injuries","Y00-Y91","Y27"
"Injuries","Y00-Y91","Y28"
"Injuries","Y00-Y91","Y29"
"Injuries","Y00-Y91","Y30"
"Injuries","Y00-Y91","Y31"
"Injuries","Y00-Y91","Y32"
"Injuries","Y00-Y91","Y33"
"Injuries","Y00-Y91","Y34"
"Injuries","Y00-Y91","Y35"
"Injuries","Y00-Y91","Y36"
"Injuries","Y00-Y91","Y37"
"Injuries","Y00-Y91","Y38"
"Injuries","Y00-Y91","Y39"
"Injuries","Y00-Y91","Y40"
"Injuries","Y00-Y91","Y41"
"Injuries","Y00-Y91","Y42"
"Injuries","Y00-Y91","Y43"
"Injuries","Y00-Y91","Y44"
"Injuries","Y00-Y91","Y45"
"Injuries","Y00-Y91","Y46"
"Injuries","Y00-Y91","Y47"
"Injuries","Y00-Y91","Y48"
"Injuries","Y00-Y91","Y49"
"Injuries","Y00-Y91","Y50"
"Injuries","Y00-Y91","Y51"
"Injuries","Y00-Y91","Y52"
"Injuries","Y00-Y91","Y53"
"Injuries","Y00-Y91","Y54"
"Injuries","Y00-Y91","Y55"
"Injuries","Y00-Y91","Y56"
"Injuries","Y00-Y91","Y57"
"Injuries","Y00-Y91","Y58"
"Injuries","Y00-Y91","Y59"
"Injuries","Y00-Y91","Y60"
"Injuries","Y00-Y91","Y61"
"Injuries","Y00-Y91","Y62"
"Injuries","Y00-Y91","Y63"
"Injuries","Y00-Y91","Y64"
"Injuries","Y00-Y91","Y65"
"Injuries","Y00-Y91","Y66"
"Injuries","Y00-Y91","Y67"
"Injuries","Y00-Y91","Y68"
"Injuries","Y00-Y91","Y69"
"Injuries","Y00-Y91","Y70"
"Injuries","Y00-Y91","Y71"
"Injuries","Y00-Y91","Y72"
"Injuries","Y00-Y91","Y73"
"Injuries","Y00-Y91","Y74"
"Injuries","Y00-Y91","Y75"
"Injuries","Y00-Y91","Y76"
"Injuries","Y00-Y91","Y77"
"Injuries","Y00-Y91","Y78"
"Injuries","Y00-Y91","Y79"
"Injuries","Y00-Y91","Y80"
"Injuries","Y00-Y91","Y81"
"Injuries","Y00-Y91","Y82"
"Injuries","Y00-Y91","Y83"
"Injuries","Y00-Y91","Y84"
"Injuries","Y00-Y91","Y85"
"Injuries","Y00-Y91","Y86"
"Injuries","Y00-Y91","Y87"
"Injuries","Y00-Y91","Y88"
"Injuries","Y00-Y91","Y89"
"Injuries","Y00-Y91","Y90"
"Injuries","Y00-Y91","Y91"
"Other infections","Y95","Y95"
"Injuries","Y97-Y98","Y97"
"Injuries","Y97-Y98","Y98"
"Other infections","ZZ11","ZZ11"
"Epilepsy, leukaemia, and other noncommunicable diseases","ZZ12-ZZ13","ZZ12"
"Epilepsy, leukaemia, and other noncommunicable diseases","ZZ15","ZZ15"
