icd10_code,cghr_code,cghr_label,wbd10_kind_depth,wbd10_codex4,wbd10_codex2,wbd10_code,wbd10_codex4_title,wbd10_codex2_title,wbd10_title,icd10_range
R27,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R29,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R30,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R31,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R32,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R33,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R34,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R35,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R36,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R37,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R38,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R39,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R40,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R41,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R42,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R43,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R44,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R45,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R46,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R47,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R48,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R49,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R50,4,Unspec. infect.,3,1,1P,1P01,"Communicable, maternal, perinatal and nutritional conditions",Fever of unknown origin,Fever of unknown origin,R50
R51,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R52,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R53,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R54,18,Ill-defined,3,4,4A,4A01,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Senility,R54
R55,9,Ischemic Heart Disease,3,2,2G,2G03,Noncommunicable diseases,Cardiovascular diseases,Ischaemic heart diseases,"I20-I25,I44,I46,I70,R55,R96"
R56,14,Other NCDs,3,2,2D,2D01,Noncommunicable diseases,Neuro-psychiatric conditions,Epilepsy,"G40-G41,R56"
R57,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R58,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R59,8,Neoplasms,3,2,2A,2A14,Noncommunicable diseases,Neoplasms,Other neoplasms,"C37-C38,C40-45,C47,C49,C73-C75,C77-C79,C97,D03-D04,D07-D09,D15-D23,D34-D36,D38,D44,R59"
R60,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R61,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R62,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R63,14,Other NCDs,3,2,2J,2J03,Noncommunicable diseases,Digestive diseases,Other digestive diseases,"K35-K38,K40-K60,K62-K63,K66,K80,K82-K93,R10-R11,R14-R15,R19,R63,R85"
R64,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R65,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R66,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R67,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R68,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R69,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R70,14,Other NCDs,3,2,2C,2C01,Noncommunicable diseases,Endocrine and immune disorders,Endocrine and immune disorders,"D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
R71,14,Other NCDs,3,2,2C,2C01,Noncommunicable diseases,Endocrine and immune disorders,Endocrine and immune disorders,"D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
R72,14,Other NCDs,3,2,2C,2C01,Noncommunicable diseases,Endocrine and immune disorders,Endocrine and immune disorders,"D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
R73,14,Other NCDs,3,2,2C,2C01,Noncommunicable diseases,Endocrine and immune disorders,Endocrine and immune disorders,"D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
R74,14,Other NCDs,3,2,2C,2C01,Noncommunicable diseases,Endocrine and immune disorders,Endocrine and immune disorders,"D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
R75,4,Unspec. infect.,3,1,1B,1B01,"Communicable, maternal, perinatal and nutritional conditions",HIV/AIDS,HIV/AIDS,"B20-B24,C46,D84R75"
R76,14,Other NCDs,3,2,2C,2C01,Noncommunicable diseases,Endocrine and immune disorders,Endocrine and immune disorders,"D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
R77,14,Other NCDs,3,2,2C,2C01,Noncommunicable diseases,Endocrine and immune disorders,Endocrine and immune disorders,"D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
R78,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R79,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R80,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R81,14,Other NCDs,3,2,2C,2C01,Noncommunicable diseases,Endocrine and immune disorders,Endocrine and immune disorders,"D55-D63,D65-D83,D86-D89,E03-E07,E15-E16,E20-E35,E65-E90,R70-R74,R76-R77,R81"
R82,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R83,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R84,7,Chronic Resp.,3,2,2H,2H02,Noncommunicable diseases,Chronic Respiratory diseases,Other chronic respiratory diseases,"J30-J31,J33-J35,J37-J39,J60-J62,J64,J66-J84,J90-J92,J94-J99,R04-R06,R84,R91"
R85,14,Other NCDs,3,2,2J,2J03,Noncommunicable diseases,Digestive diseases,Other digestive diseases,"K35-K38,K40-K60,K62-K63,K66,K80,K82-K93,R10-R11,R14-R15,R19,R63,R85"
R86,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R87,14,Other NCDs,3,2,2K,2K02,Noncommunicable diseases,Genito-urinary diseases,Other genitourinary system diseases,"N20-N29,N31-N33,N35-N40,N42-N48,N50-N51,N75-N86,N88-N99,R30-R39,R80,R82,R86,R87"
R89,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R90,14,Other NCDs,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90"
R91,7,Chronic Resp.,3,2,2H,2H02,Noncommunicable diseases,Chronic Respiratory diseases,Other chronic respiratory diseases,"J30-J31,J33-J35,J37-J39,J60-J62,J64,J66-J84,J90-J92,J94-J99,R04-R06,R84,R91"
R92,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R93,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R94,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R95,19,Neonatal conditions,3,1,1N,1N03,"Communicable, maternal, perinatal and nutritional conditions",Perinatal conditions,Other perinatal conditions,"P00,P04,P08,P29,P51,P53-P60,P70-P76,P78-P83,P92-P94,P96,R95,R96"
R96,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R98,18,Ill-defined,3,4,4A,4A02,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Other Ill-defined and abnormal findings,"R02,R07-R09,R25,R51-R53,R57,R58,R60-R62,R64-R69,R78-R79,R83,R89,R92-R94,R96,R98"
R99,18,Ill-defined,3,4,4A,4A03,"Symptoms, signs and Ill-defined conditions",Ill defined or cause unknown,Unspecified deaths,R99
S00,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S01,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S02,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S03,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S04,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S05,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S06,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S07,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S08,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S09,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S10,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S11,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S12,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S13,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S14,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S15,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S16,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S17,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S18,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S19,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S20,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S21,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S22,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S23,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S24,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S25,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S26,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S27,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S28,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S29,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S30,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S31,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S32,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S33,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S34,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S35,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S36,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S37,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S38,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S39,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S40,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S41,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S42,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S43,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S44,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S45,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S46,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S47,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S48,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S49,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S50,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S51,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S52,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S53,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S54,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S55,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S56,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S57,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S58,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S59,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S60,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S61,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S62,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S63,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S64,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S65,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S66,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S67,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S68,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S69,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S70,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S71,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
S72,17,Other injuries,3,3,3C,3D01,Injuries,Undetermined Intent,Injury and poisoning -* MDS instruction given Not to code this category,"S00-S99,T00-T98"
