icd10_code,cghr_code,cghr_label,wva2016_code,wva2016_title,icd10_range
N64,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N70,4,Other Infections,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N71,4,Other Infections,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N72,4,Other Infections,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N73,4,Other Infections,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N74,4,Other Infections,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N75,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N76,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N77,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N78,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N79,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N80,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N81,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N82,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N83,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N84,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N85,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N86,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N87,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N88,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N89,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N90,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N91,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N92,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N93,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N94,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N95,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N96,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N97,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N98,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
N99,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
P04,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P08,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P23,1,Pneumonia,10.03,Neonatal pneumonia,P23-24
P35,4,Other Infections,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P36,4,Other Infections,10.04,Neonatal sepsis,P36
P37,4,Other Infections,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P38,4,Other Infections,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P39,4,Other Infections,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P51,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P53,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P54,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P55,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P56,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P57,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P58,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P59,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P60,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P70,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P71,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P72,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P74,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P75,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P76,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P78,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P80,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P81,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P82,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P83,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P92,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P93,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P94,6,NCD,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
P96,10,Ill-defined,10.99,Other and unspecified perinatal cause of death,"P00-04,P08-15,P25-35,P37-94,P96"
Q00,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q01,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q02,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q03,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q04,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q05,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q06,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q07,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q08,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q09,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q10,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q11,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q12,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q13,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q14,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q15,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q16,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q17,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q18,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q19,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q20,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q21,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q22,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q23,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q24,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q25,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q26,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q27,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q28,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q29,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q30,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q31,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q32,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q33,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q34,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q35,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q36,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q37,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q38,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q39,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q40,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q41,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q42,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q43,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q44,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q45,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q46,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q47,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q48,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q49,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q50,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q51,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q52,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q53,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q54,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q55,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q56,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q57,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q58,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q59,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q60,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q61,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q62,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q63,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q64,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q65,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q66,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q67,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q68,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q69,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q70,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q71,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q72,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q73,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q74,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q75,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q76,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q77,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q78,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q79,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q80,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q81,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q82,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q83,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q84,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q85,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q86,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q87,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q88,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q89,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q90,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q91,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q92,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q93,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q94,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q95,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q96,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q97,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q98,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
Q99,5,Congenital anomalies,10.06,Congenital malformation,Q00-99
R10,10,Ill-defined,6.01,Acute abdomen,R10
V11,7,Injuries,12.01,Road traffic accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V11,7,Injuries,12.02,Other transport accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V21,7,Injuries,12.02,Other transport accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V21,7,Injuries,12.01,Road traffic accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V31,7,Injuries,12.01,Road traffic accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V31,7,Injuries,12.02,Other transport accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V41,7,Injuries,12.01,Road traffic accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V41,7,Injuries,12.02,Other transport accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V51,7,Injuries,12.01,Road traffic accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V51,7,Injuries,12.02,Other transport accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
V61,7,Injuries,12.01,Road traffic accident,"V11,V21,V31,V41,V51,V61,V90-99,V104-109,V114-119,V124-129,V134-139,V144-149,V154-159,V164-169,V174-179,V184-189,V194-199,V204-209,V214-219,V224-229,V234-239,V244-249,V254-259,V264-269,V274-279,V284-289,V294-299,V305-309,V315-319,V325-329,V335-339,V345-349,V355-359,V365-369,V375-379,V385-389,V394-399,V405-409,V415-419,V425-429,V435-439,V445-449,V455-459,V465-469,V475-479,V485-489,V494-499,V505-509,V515-519,V525-529,V535-539,V545-549,V555-559,V565-569,V575-579,V585-589,V594-599,V605-609,V615-619,V625-629,V635-639,V645-649,V655-659,V665-669,V675-679,V685-689,V694-699,V705-709,V715-719,V725-729,V735-739,V745-749,V755-759,V765-769,V775-779,V785-789,V794-809,V811-819,V821-833,V840-843,V850-853,V860-863,V870-879,V892-893,Y850,Y859"
