icdequivalence,icdequivalence_desc,icd10_code
"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Congenital anomalies,Q91
"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Congenital anomalies,Q92
"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Congenital anomalies,Q93
"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Congenital anomalies,Q95
"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Congenital anomalies,Q96
"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Congenital anomalies,Q97
"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Congenital anomalies,Q98
"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Congenital anomalies,Q99
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R00
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R01
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R02
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R03
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R04
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R05
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R06
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R07
"R00,R01,R02,R03,R04,R05,R06,R07,R09",Circulatory and respiratory systems - Ill-defined,R09
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R00
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R01
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R02
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R03
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R04
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R05
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R06
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R07
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R09
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R51
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R52
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R53
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R57
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R58
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R60
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R61
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R62
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R64
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R65
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R66
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R67
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R68
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R69
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R59
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R63
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R78
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R79
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R92
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R93
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R94
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R90
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R91
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R95
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R96
"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",Other ill-defined and abnormal findings,R98
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R12
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R13
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R16
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R17
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R18
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R11
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R14
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R15
"R12,R13,R16,R17,R18,R11,R14,R15,R19,",Digestive system - Ill-defined,R19
"R20,R21,R22,R23",Skin diseases - Skin and subcutaneous tissue (ill-defined),R20
"R20,R21,R22,R23",Skin diseases - Skin and subcutaneous tissue (ill-defined),R21
"R20,R21,R22,R23",Skin diseases - Skin and subcutaneous tissue (ill-defined),R22
"R20,R21,R22,R23",Skin diseases - Skin and subcutaneous tissue (ill-defined),R23
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R26
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R27
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R29
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R40
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R41
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R42
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R43
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R44
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R45
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R46
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R47
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R48
"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",Other neuropsychiatric disorders - ill-defined,R49
"R30,R31,R32,R33,R34,R35,R36,R39",Other genitourinary system diseases - Ill-defined,R30
"R30,R31,R32,R33,R34,R35,R36,R39",Other genitourinary system diseases - Ill-defined,R31
"R30,R31,R32,R33,R34,R35,R36,R39",Other genitourinary system diseases - Ill-defined,R32
"R30,R31,R32,R33,R34,R35,R36,R39",Other genitourinary system diseases - Ill-defined,R33
"R30,R31,R32,R33,R34,R35,R36,R39",Other genitourinary system diseases - Ill-defined,R34
"R30,R31,R32,R33,R34,R35,R36,R39",Other genitourinary system diseases - Ill-defined,R35
"R30,R31,R32,R33,R34,R35,R36,R39",Other genitourinary system diseases - Ill-defined,R36
"R30,R31,R32,R33,R34,R35,R36,R39",Other genitourinary system diseases - Ill-defined,R39
"R70,R71,R72,R73,R74,R75,R76,R77",Endocrine and immune disorders (5),R70
"R70,R71,R72,R73,R74,R75,R76,R77",Endocrine and immune disorders (5),R71
"R70,R71,R72,R73,R74,R75,R76,R77",Endocrine and immune disorders (5),R72
"R70,R71,R72,R73,R74,R75,R76,R77",Endocrine and immune disorders (5),R73
"R70,R71,R72,R73,R74,R75,R76,R77",Endocrine and immune disorders (5),R74
"R70,R71,R72,R73,R74,R75,R76,R77",Endocrine and immune disorders (5),R75
"R70,R71,R72,R73,R74,R75,R76,R77",Endocrine and immune disorders (5),R76
"R70,R71,R72,R73,R74,R75,R76,R77",Endocrine and immune disorders (5),R77
"R81,R80,R82",Endocrine and immune disorders (6),R81
"R81,R80,R82",Endocrine and immune disorders (6),R80
"R81,R80,R82",Endocrine and immune disorders (6),R82
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V01
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V02
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V03
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V04
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V05
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V06
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V07
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V08
"V01,V02,V03,V04,V05,V06,V07,V08,V09",Road trafic accidents - (1),V09
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V10
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V11
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V12
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V13
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V14
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V15
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V16
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V17
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V18
"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",Road trafic accidents - (2),V19
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V20
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V21
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V22
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V23
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V24
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V25
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V26
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V27
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V28
"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",Road trafic accidents - (3),V29
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V30
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V31
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V32
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V33
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V34
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V35
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V36
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V37
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V38
"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",Road trafic accidents - (4),V39
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V40
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V41
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V42
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V43
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V44
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V45
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V46
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V47
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V48
"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",Road trafic accidents - (5),V49
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V50
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V51
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V52
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V53
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V54
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V55
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V56
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V57
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V58
"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",Road trafic accidents - (6),V59
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V60
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V61
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V62
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V63
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V64
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V65
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V66
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V67
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V68
"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",Road trafic accidents - (7),V69
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V70
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V71
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V72
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V73
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V74
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V75
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V76
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V77
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V78
"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",Road trafic accidents - (8),V79
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V80
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V81
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V82
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V83
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V84
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V85
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V86
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V87
"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",Road trafic accidents - (9),V88
