kind,kind_depth,chapter,code,title
modifiedcategory,2,XX,V42.6,Car occupant injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident
modifiedcategory,2,XX,V42.7,Car occupant injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V42.9,Car occupant injured in collision with two- or three-wheeled motor vehicle : unspecified car occupant injured in traffic accident
category,1,XX,V43,"Car occupant injured in collision with car, pick-up truck or van"
modifiedcategory,2,XX,V43.0,"Car occupant injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
modifiedcategory,2,XX,V43.1,"Car occupant injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
modifiedcategory,2,XX,V43.2,"Car occupant injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident"
modifiedcategory,2,XX,V43.3,"Car occupant injured in collision with car, pick-up truck or van : unspecified car occupant injured in nontraffic accident"
modifiedcategory,2,XX,V43.4,"Car occupant injured in collision with car, pick-up truck or van : person injured while boarding or alighting"
modifiedcategory,2,XX,V43.5,"Car occupant injured in collision with car, pick-up truck or van : driver injured in traffic accident"
modifiedcategory,2,XX,V43.6,"Car occupant injured in collision with car, pick-up truck or van : passenger injured in traffic accident"
modifiedcategory,2,XX,V43.7,"Car occupant injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident"
modifiedcategory,2,XX,V43.9,"Car occupant injured in collision with car, pick-up truck or van : unspecified car occupant injured in traffic accident"
category,1,XX,V44,Car occupant injured in collision with heavy transport vehicle or bus
modifiedcategory,2,XX,V44.0,Car occupant injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident
modifiedcategory,2,XX,V44.1,Car occupant injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident
modifiedcategory,2,XX,V44.2,Car occupant injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V44.3,Car occupant injured in collision with heavy transport vehicle or bus : unspecified car occupant injured in nontraffic accident
modifiedcategory,2,XX,V44.4,Car occupant injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting
modifiedcategory,2,XX,V44.5,Car occupant injured in collision with heavy transport vehicle or bus : driver injured in traffic accident
modifiedcategory,2,XX,V44.6,Car occupant injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident
modifiedcategory,2,XX,V44.7,Car occupant injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V44.9,Car occupant injured in collision with heavy transport vehicle or bus : unspecified car occupant injured in traffic accident
category,1,XX,V45,Car occupant injured in collision with railway train or railway vehicle
modifiedcategory,2,XX,V45.0,Car occupant injured in collision with railway train or railway vehicle : driver injured in nontraffic accident
modifiedcategory,2,XX,V45.1,Car occupant injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V45.2,Car occupant injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V45.3,Car occupant injured in collision with railway train or railway vehicle : unspecified car occupant injured in nontraffic accident
modifiedcategory,2,XX,V45.4,Car occupant injured in collision with railway train or railway vehicle : person injured while boarding or alighting
modifiedcategory,2,XX,V45.5,Car occupant injured in collision with railway train or railway vehicle : driver injured in traffic accident
modifiedcategory,2,XX,V45.6,Car occupant injured in collision with railway train or railway vehicle : passenger injured in traffic accident
modifiedcategory,2,XX,V45.7,Car occupant injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V45.9,Car occupant injured in collision with railway train or railway vehicle : unspecified car occupant injured in traffic accident
category,1,XX,V46,Car occupant injured in collision with other nonmotor vehicle
modifiedcategory,2,XX,V46.0,Car occupant injured in collision with other nonmotor vehicle : driver injured in nontraffic accident
modifiedcategory,2,XX,V46.1,Car occupant injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V46.2,Car occupant injured in collision with other nonmotor vehicle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V46.3,Car occupant injured in collision with other nonmotor vehicle : unspecified car occupant injured in nontraffic accident
modifiedcategory,2,XX,V46.4,Car occupant injured in collision with other nonmotor vehicle : person injured while boarding or alighting
modifiedcategory,2,XX,V46.5,Car occupant injured in collision with other nonmotor vehicle : driver injured in traffic accident
modifiedcategory,2,XX,V46.6,Car occupant injured in collision with other nonmotor vehicle : passenger injured in traffic accident
modifiedcategory,2,XX,V46.7,Car occupant injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V46.9,Car occupant injured in collision with other nonmotor vehicle : unspecified car occupant injured in traffic accident
category,1,XX,V47,Car occupant injured in collision with fixed or stationary object
modifiedcategory,2,XX,V47.0,Car occupant injured in collision with fixed or stationary object : driver injured in nontraffic accident
modifiedcategory,2,XX,V47.1,Car occupant injured in collision with fixed or stationary object : passenger injured in nontraffic accident
modifiedcategory,2,XX,V47.2,Car occupant injured in collision with fixed or stationary object : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V47.3,Car occupant injured in collision with fixed or stationary object : unspecified car occupant injured in nontraffic accident
modifiedcategory,2,XX,V47.4,Car occupant injured in collision with fixed or stationary object : person injured while boarding or alighting
modifiedcategory,2,XX,V47.5,Car occupant injured in collision with fixed or stationary object : driver injured in traffic accident
modifiedcategory,2,XX,V47.6,Car occupant injured in collision with fixed or stationary object : passenger injured in traffic accident
modifiedcategory,2,XX,V47.7,Car occupant injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V47.9,Car occupant injured in collision with fixed or stationary object : unspecified car occupant injured in traffic accident
category,1,XX,V48,Car occupant injured in noncollision transport accident
modifiedcategory,2,XX,V48.0,Car occupant injured in noncollision transport accident : driver injured in nontraffic accident
modifiedcategory,2,XX,V48.1,Car occupant injured in noncollision transport accident : passenger injured in nontraffic accident
modifiedcategory,2,XX,V48.2,Car occupant injured in noncollision transport accident : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V48.3,Car occupant injured in noncollision transport accident : unspecified car occupant injured in nontraffic accident
modifiedcategory,2,XX,V48.4,Car occupant injured in noncollision transport accident : person injured while boarding or alighting
modifiedcategory,2,XX,V48.5,Car occupant injured in noncollision transport accident : driver injured in traffic accident
modifiedcategory,2,XX,V48.6,Car occupant injured in noncollision transport accident : passenger injured in traffic accident
modifiedcategory,2,XX,V48.7,Car occupant injured in noncollision transport accident : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V48.9,Car occupant injured in noncollision transport accident : unspecified car occupant injured in traffic accident
category,1,XX,V49,Car occupant injured in other and unspecified transport accidents
category,2,XX,V49.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
category,2,XX,V49.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
category,2,XX,V49.2,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
category,2,XX,V49.3,Car occupant [any] injured in unspecified nontraffic accident
category,2,XX,V49.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident
category,2,XX,V49.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
category,2,XX,V49.6,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident
category,2,XX,V49.8,Car occupant [any] injured in other specified transport accidents
category,2,XX,V49.9,Car occupant [any] injured in unspecified traffic accident
block,3,XX,V50-V59,Occupant of pick-up truck or van injured in transport accident
category,1,XX,V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal
modifiedcategory,2,XX,V50.0,Occupant of pick-up truck or van injured in collision with pedestrian or animal : driver injured in nontraffic accident
modifiedcategory,2,XX,V50.1,Occupant of pick-up truck or van injured in collision with pedestrian or animal : passenger injured in nontraffic accident
modifiedcategory,2,XX,V50.2,Occupant of pick-up truck or van injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V50.3,Occupant of pick-up truck or van injured in collision with pedestrian or animal : unspecified occupant of pick-up truck or van injured in nontraffic accident
modifiedcategory,2,XX,V50.4,Occupant of pick-up truck or van injured in collision with pedestrian or animal : person injured while boarding or alighting
modifiedcategory,2,XX,V50.5,Occupant of pick-up truck or van injured in collision with pedestrian or animal : driver injured in traffic accident
modifiedcategory,2,XX,V50.6,Occupant of pick-up truck or van injured in collision with pedestrian or animal : passenger injured in traffic accident
modifiedcategory,2,XX,V50.7,Occupant of pick-up truck or van injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V50.9,Occupant of pick-up truck or van injured in collision with pedestrian or animal : unspecified occupant of pick-up truck or van injured in traffic accident
category,1,XX,V51,Occupant of pick-up truck or van injured in collision with pedal cycle
modifiedcategory,2,XX,V51.0,Occupant of pick-up truck or van injured in collision with pedal cycle : driver injured in nontraffic accident
modifiedcategory,2,XX,V51.1,Occupant of pick-up truck or van injured in collision with pedal cycle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V51.2,Occupant of pick-up truck or van injured in collision with pedal cycle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V51.3,Occupant of pick-up truck or van injured in collision with pedal cycle : unspecified occupant of pick-up truck or van injured in nontraffic accident
modifiedcategory,2,XX,V51.4,Occupant of pick-up truck or van injured in collision with pedal cycle : person injured while boarding or alighting
modifiedcategory,2,XX,V51.5,Occupant of pick-up truck or van injured in collision with pedal cycle : driver injured in traffic accident
modifiedcategory,2,XX,V51.6,Occupant of pick-up truck or van injured in collision with pedal cycle : passenger injured in traffic accident
modifiedcategory,2,XX,V51.7,Occupant of pick-up truck or van injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V51.9,Occupant of pick-up truck or van injured in collision with pedal cycle : unspecified occupant of pick-up truck or van injured in traffic accident
category,1,XX,V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
modifiedcategory,2,XX,V52.0,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident
modifiedcategory,2,XX,V52.1,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V52.2,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V52.3,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of pick-up truck or van injured in nontraffic accident
modifiedcategory,2,XX,V52.4,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting
modifiedcategory,2,XX,V52.5,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident
modifiedcategory,2,XX,V52.6,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident
modifiedcategory,2,XX,V52.7,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V52.9,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of pick-up truck or van injured in traffic accident
category,1,XX,V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
modifiedcategory,2,XX,V53.0,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
modifiedcategory,2,XX,V53.1,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
modifiedcategory,2,XX,V53.2,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident"
modifiedcategory,2,XX,V53.3,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : unspecified occupant of pick-up truck or van injured in nontraffic accident"
modifiedcategory,2,XX,V53.4,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : person injured while boarding or alighting"
modifiedcategory,2,XX,V53.5,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : driver injured in traffic accident"
modifiedcategory,2,XX,V53.6,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : passenger injured in traffic accident"
modifiedcategory,2,XX,V53.7,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident"
modifiedcategory,2,XX,V53.9,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : unspecified occupant of pick-up truck or van injured in traffic accident"
category,1,XX,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
modifiedcategory,2,XX,V54.0,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident
modifiedcategory,2,XX,V54.1,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident
modifiedcategory,2,XX,V54.2,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V54.3,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : unspecified occupant of pick-up truck or van injured in nontraffic accident
modifiedcategory,2,XX,V54.4,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting
modifiedcategory,2,XX,V54.5,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : driver injured in traffic accident
modifiedcategory,2,XX,V54.6,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident
modifiedcategory,2,XX,V54.7,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V54.9,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus : unspecified occupant of pick-up truck or van injured in traffic accident
category,1,XX,V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
modifiedcategory,2,XX,V55.0,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : driver injured in nontraffic accident
modifiedcategory,2,XX,V55.1,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V55.2,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V55.3,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : unspecified occupant of pick-up truck or van injured in nontraffic accident
modifiedcategory,2,XX,V55.4,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person injured while boarding or alighting
modifiedcategory,2,XX,V55.5,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : driver injured in traffic accident
modifiedcategory,2,XX,V55.6,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : passenger injured in traffic accident
modifiedcategory,2,XX,V55.7,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V55.9,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle : unspecified occupant of pick-up truck or van injured in traffic accident
category,1,XX,V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
modifiedcategory,2,XX,V56.0,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : driver injured in nontraffic accident
modifiedcategory,2,XX,V56.1,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V56.2,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V56.3,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : unspecified occupant of pick-up truck or van injured in nontraffic accident
modifiedcategory,2,XX,V56.4,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : person injured while boarding or alighting
modifiedcategory,2,XX,V56.5,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : driver injured in traffic accident
modifiedcategory,2,XX,V56.6,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : passenger injured in traffic accident
modifiedcategory,2,XX,V56.7,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V56.9,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle : unspecified occupant of pick-up truck or van injured in traffic accident
category,1,XX,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object
modifiedcategory,2,XX,V57.0,Occupant of pick-up truck or van injured in collision with fixed or stationary object : driver injured in nontraffic accident
modifiedcategory,2,XX,V57.1,Occupant of pick-up truck or van injured in collision with fixed or stationary object : passenger injured in nontraffic accident
modifiedcategory,2,XX,V57.2,Occupant of pick-up truck or van injured in collision with fixed or stationary object : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V57.3,Occupant of pick-up truck or van injured in collision with fixed or stationary object : unspecified occupant of pick-up truck or van injured in nontraffic accident
modifiedcategory,2,XX,V57.4,Occupant of pick-up truck or van injured in collision with fixed or stationary object : person injured while boarding or alighting
modifiedcategory,2,XX,V57.5,Occupant of pick-up truck or van injured in collision with fixed or stationary object : driver injured in traffic accident
modifiedcategory,2,XX,V57.6,Occupant of pick-up truck or van injured in collision with fixed or stationary object : passenger injured in traffic accident
modifiedcategory,2,XX,V57.7,Occupant of pick-up truck or van injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V57.9,Occupant of pick-up truck or van injured in collision with fixed or stationary object : unspecified occupant of pick-up truck or van injured in traffic accident
category,1,XX,V58,Occupant of pick-up truck or van injured in noncollision transport accident
modifiedcategory,2,XX,V58.0,Occupant of pick-up truck or van injured in noncollision transport accident : driver injured in nontraffic accident
modifiedcategory,2,XX,V58.1,Occupant of pick-up truck or van injured in noncollision transport accident : passenger injured in nontraffic accident
modifiedcategory,2,XX,V58.2,Occupant of pick-up truck or van injured in noncollision transport accident : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V58.3,Occupant of pick-up truck or van injured in noncollision transport accident : unspecified occupant of pick-up truck or van injured in nontraffic accident
modifiedcategory,2,XX,V58.4,Occupant of pick-up truck or van injured in noncollision transport accident : person injured while boarding or alighting
modifiedcategory,2,XX,V58.5,Occupant of pick-up truck or van injured in noncollision transport accident : driver injured in traffic accident
modifiedcategory,2,XX,V58.6,Occupant of pick-up truck or van injured in noncollision transport accident : passenger injured in traffic accident
modifiedcategory,2,XX,V58.7,Occupant of pick-up truck or van injured in noncollision transport accident : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V58.9,Occupant of pick-up truck or van injured in noncollision transport accident : unspecified occupant of pick-up truck or van injured in traffic accident
category,1,XX,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
category,2,XX,V59.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
category,2,XX,V59.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
category,2,XX,V59.2,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
category,2,XX,V59.3,Occupant [any] of pick-up truck or van injured in unspecified nontraffic accident
category,2,XX,V59.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident
category,2,XX,V59.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
category,2,XX,V59.6,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
category,2,XX,V59.8,Occupant [any] of pick-up truck or van injured in other specified transport accidents
category,2,XX,V59.9,Occupant [any] of pick-up truck or van injured in unspecified traffic accident
block,3,XX,V60-V69,Occupant of heavy transport vehicle injured in transport accident
category,1,XX,V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal
modifiedcategory,2,XX,V60.0,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : driver injured in nontraffic accident
modifiedcategory,2,XX,V60.1,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : passenger injured in nontraffic accident
modifiedcategory,2,XX,V60.2,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V60.3,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : unspecified occupant of heavy transport vehicle injured in nontraffic accident
modifiedcategory,2,XX,V60.4,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person injured while boarding or alighting
modifiedcategory,2,XX,V60.5,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : driver injured in traffic accident
modifiedcategory,2,XX,V60.6,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : passenger injured in traffic accident
modifiedcategory,2,XX,V60.7,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V60.9,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : unspecified occupant of heavy transport vehicle injured in traffic accident
category,1,XX,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
modifiedcategory,2,XX,V61.0,Occupant of heavy transport vehicle injured in collision with pedal cycle : driver injured in nontraffic accident
modifiedcategory,2,XX,V61.1,Occupant of heavy transport vehicle injured in collision with pedal cycle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V61.2,Occupant of heavy transport vehicle injured in collision with pedal cycle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V61.3,Occupant of heavy transport vehicle injured in collision with pedal cycle : unspecified occupant of heavy transport vehicle injured in nontraffic accident
modifiedcategory,2,XX,V61.4,Occupant of heavy transport vehicle injured in collision with pedal cycle : person injured while boarding or alighting
modifiedcategory,2,XX,V61.5,Occupant of heavy transport vehicle injured in collision with pedal cycle : driver injured in traffic accident
modifiedcategory,2,XX,V61.6,Occupant of heavy transport vehicle injured in collision with pedal cycle : passenger injured in traffic accident
modifiedcategory,2,XX,V61.7,Occupant of heavy transport vehicle injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V61.9,Occupant of heavy transport vehicle injured in collision with pedal cycle : unspecified occupant of heavy transport vehicle injured in traffic accident
category,1,XX,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
modifiedcategory,2,XX,V62.0,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident
modifiedcategory,2,XX,V62.1,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V62.2,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V62.3,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of heavy transport vehicle injured in nontraffic accident
modifiedcategory,2,XX,V62.4,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting
modifiedcategory,2,XX,V62.5,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident
modifiedcategory,2,XX,V62.6,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident
modifiedcategory,2,XX,V62.7,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V62.9,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of heavy transport vehicle injured in traffic accident
category,1,XX,V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
modifiedcategory,2,XX,V63.0,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
modifiedcategory,2,XX,V63.1,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
modifiedcategory,2,XX,V63.2,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident"
modifiedcategory,2,XX,V63.3,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : unspecified occupant of heavy transport vehicle injured in nontraffic accident"
modifiedcategory,2,XX,V63.4,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : person injured while boarding or alighting"
modifiedcategory,2,XX,V63.5,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : driver injured in traffic accident"
modifiedcategory,2,XX,V63.6,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : passenger injured in traffic accident"
modifiedcategory,2,XX,V63.7,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident"
modifiedcategory,2,XX,V63.9,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : unspecified occupant of heavy transport vehicle injured in traffic accident"
category,1,XX,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
modifiedcategory,2,XX,V64.0,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident
modifiedcategory,2,XX,V64.1,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident
modifiedcategory,2,XX,V64.2,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V64.3,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : unspecified occupant of heavy transport vehicle injured in nontraffic accident
modifiedcategory,2,XX,V64.4,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting
modifiedcategory,2,XX,V64.5,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : driver injured in traffic accident
modifiedcategory,2,XX,V64.6,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident
modifiedcategory,2,XX,V64.7,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V64.9,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : unspecified occupant of heavy transport vehicle injured in traffic accident
category,1,XX,V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
modifiedcategory,2,XX,V65.0,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : driver injured in nontraffic accident
modifiedcategory,2,XX,V65.1,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V65.2,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V65.3,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : unspecified occupant of heavy transport vehicle injured in nontraffic accident
modifiedcategory,2,XX,V65.4,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : person injured while boarding or alighting
modifiedcategory,2,XX,V65.5,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : driver injured in traffic accident
modifiedcategory,2,XX,V65.6,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : passenger injured in traffic accident
modifiedcategory,2,XX,V65.7,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident
modifiedcategory,2,XX,V65.9,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : unspecified occupant of heavy transport vehicle injured in traffic accident
category,1,XX,V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
modifiedcategory,2,XX,V66.0,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : driver injured in nontraffic accident
modifiedcategory,2,XX,V66.1,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident
modifiedcategory,2,XX,V66.2,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : person on outside of vehicle injured in nontraffic accident
modifiedcategory,2,XX,V66.3,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle : unspecified occupant of heavy transport vehicle injured in nontraffic accident
