cghr10_age,cghr10_title,icd10_code,icd10_range
child,Injuries,Y59,Y00-Y91
child,Injuries,Y60,Y00-Y91
child,Injuries,Y61,Y00-Y91
child,Injuries,Y62,Y00-Y91
child,Injuries,Y63,Y00-Y91
child,Injuries,Y64,Y00-Y91
child,Injuries,Y65,Y00-Y91
child,Injuries,Y66,Y00-Y91
child,Injuries,Y67,Y00-Y91
child,Injuries,Y68,Y00-Y91
child,Injuries,Y69,Y00-Y91
child,Injuries,Y70,Y00-Y91
child,Injuries,Y71,Y00-Y91
child,Injuries,Y72,Y00-Y91
child,Injuries,Y73,Y00-Y91
child,Injuries,Y74,Y00-Y91
child,Injuries,Y75,Y00-Y91
child,Injuries,Y76,Y00-Y91
child,Injuries,Y77,Y00-Y91
child,Injuries,Y78,Y00-Y91
child,Injuries,Y79,Y00-Y91
child,Injuries,Y80,Y00-Y91
child,Injuries,Y81,Y00-Y91
child,Injuries,Y82,Y00-Y91
child,Injuries,Y83,Y00-Y91
child,Injuries,Y84,Y00-Y91
child,Injuries,Y85,Y00-Y91
child,Injuries,Y86,Y00-Y91
child,Injuries,Y87,Y00-Y91
child,Injuries,Y88,Y00-Y91
child,Injuries,Y89,Y00-Y91
child,Injuries,Y90,Y00-Y91
child,Injuries,Y91,Y00-Y91
child,Other infections,Y95,Y95
child,Injuries,Y97,Y97-Y98
child,Injuries,Y98,Y97-Y98
child,Other infections,ZZ11,ZZ11
child,"Epilepsy, leukaemia, and other noncommunicable diseases",ZZ12,ZZ12-ZZ13
child,"Epilepsy, leukaemia, and other noncommunicable diseases",ZZ15,ZZ15
neo,Neonatal infections,A00,A00-A09
neo,Neonatal infections,A01,A00-A09
neo,Neonatal infections,A02,A00-A09
neo,Neonatal infections,A03,A00-A09
neo,Neonatal infections,A04,A00-A09
neo,Neonatal infections,A05,A00-A09
neo,Neonatal infections,A06,A00-A09
neo,Neonatal infections,A07,A00-A09
neo,Neonatal infections,A08,A00-A09
neo,Neonatal infections,A09,A00-A09
neo,Other,A15,A15-A19
neo,Other,A16,A15-A19
neo,Other,A17,A15-A19
neo,Other,A18,A15-A19
neo,Other,A19,A15-A19
neo,Neonatal infections,A20,A20-A28
neo,Neonatal infections,A21,A20-A28
neo,Neonatal infections,A22,A20-A28
neo,Neonatal infections,A23,A20-A28
neo,Neonatal infections,A24,A20-A28
neo,Neonatal infections,A25,A20-A28
neo,Neonatal infections,A26,A20-A28
neo,Neonatal infections,A27,A20-A28
neo,Neonatal infections,A28,A20-A28
neo,Other,A30,A30-A31
neo,Other,A31,A30-A31
neo,Neonatal infections,A32,A32-A35
neo,Neonatal infections,A33,A32-A35
neo,Neonatal infections,A34,A32-A35
neo,Neonatal infections,A35,A32-A35
neo,Other,A36,A36
neo,Neonatal infections,A37,A37-A44
neo,Neonatal infections,A38,A37-A44
neo,Neonatal infections,A39,A37-A44
neo,Neonatal infections,A40,A37-A44
neo,Neonatal infections,A41,A37-A44
neo,Neonatal infections,A42,A37-A44
neo,Neonatal infections,A43,A37-A44
neo,Neonatal infections,A44,A37-A44
neo,Neonatal infections,A46,A46
neo,Neonatal infections,A48,A48-A49
neo,Neonatal infections,A49,A48-A49
neo,Other,A50,A50-A67
neo,Other,A51,A50-A67
neo,Other,A52,A50-A67
neo,Other,A53,A50-A67
neo,Other,A54,A50-A67
neo,Other,A55,A50-A67
neo,Other,A56,A50-A67
neo,Other,A57,A50-A67
neo,Other,A58,A50-A67
neo,Other,A59,A50-A67
neo,Other,A60,A50-A67
neo,Other,A61,A50-A67
neo,Other,A62,A50-A67
neo,Other,A63,A50-A67
neo,Other,A64,A50-A67
neo,Other,A65,A50-A67
neo,Other,A66,A50-A67
neo,Other,A67,A50-A67
neo,Neonatal infections,A68,A68-A70
neo,Neonatal infections,A69,A68-A70
neo,Neonatal infections,A70,A68-A70
neo,Other,A71,A71
neo,Neonatal infections,A74,A74-A75
neo,Neonatal infections,A75,A74-A75
neo,Neonatal infections,A77,A77-A79
neo,Neonatal infections,A78,A77-A79
neo,Neonatal infections,A79,A77-A79
neo,Other,A80,A80
neo,Neonatal infections,A81,A81-A90
neo,Neonatal infections,A82,A81-A90
neo,Neonatal infections,A83,A81-A90
neo,Neonatal infections,A84,A81-A90
neo,Neonatal infections,A85,A81-A90
neo,Neonatal infections,A86,A81-A90
neo,Neonatal infections,A87,A81-A90
neo,Neonatal infections,A88,A81-A90
neo,Neonatal infections,A89,A81-A90
neo,Neonatal infections,A90,A81-A90
neo,Other,A91,A91-A99
neo,Other,A92,A91-A99
neo,Other,A93,A91-A99
neo,Other,A94,A91-A99
neo,Other,A95,A91-A99
neo,Other,A96,A91-A99
neo,Other,A97,A91-A99
neo,Other,A98,A91-A99
neo,Other,A99,A91-A99
neo,Other,B00,B00-B09
neo,Other,B01,B00-B09
neo,Other,B02,B00-B09
neo,Other,B03,B00-B09
neo,Other,B04,B00-B09
neo,Other,B05,B00-B09
neo,Other,B06,B00-B09
neo,Other,B07,B00-B09
neo,Other,B08,B00-B09
neo,Other,B09,B00-B09
neo,Other,B15,B15-B27
neo,Other,B16,B15-B27
neo,Other,B17,B15-B27
neo,Other,B18,B15-B27
neo,Other,B19,B15-B27
neo,Other,B20,B15-B27
neo,Other,B21,B15-B27
neo,Other,B22,B15-B27
neo,Other,B23,B15-B27
neo,Other,B24,B15-B27
neo,Other,B25,B15-B27
neo,Other,B26,B15-B27
neo,Other,B27,B15-B27
neo,Other,B30,B30
neo,Other,B33,B33-B53
neo,Other,B34,B33-B53
neo,Other,B35,B33-B53
neo,Other,B36,B33-B53
neo,Other,B37,B33-B53
neo,Other,B38,B33-B53
neo,Other,B39,B33-B53
neo,Other,B40,B33-B53
neo,Other,B41,B33-B53
neo,Other,B42,B33-B53
neo,Other,B43,B33-B53
neo,Other,B44,B33-B53
neo,Other,B45,B33-B53
neo,Other,B46,B33-B53
neo,Other,B47,B33-B53
neo,Other,B48,B33-B53
neo,Other,B49,B33-B53
neo,Other,B50,B33-B53
neo,Other,B51,B33-B53
neo,Other,B52,B33-B53
neo,Other,B53,B33-B53
neo,Neonatal infections,B54,B54
neo,Other,B55,B55-B60
neo,Other,B56,B55-B60
neo,Other,B57,B55-B60
neo,Other,B58,B55-B60
neo,Other,B59,B55-B60
neo,Other,B60,B55-B60
neo,Other,B64,B64-B83
neo,Other,B65,B64-B83
neo,Other,B66,B64-B83
neo,Other,B67,B64-B83
neo,Other,B68,B64-B83
neo,Other,B69,B64-B83
neo,Other,B70,B64-B83
neo,Other,B71,B64-B83
neo,Other,B72,B64-B83
neo,Other,B73,B64-B83
neo,Other,B74,B64-B83
neo,Other,B75,B64-B83
neo,Other,B76,B64-B83
neo,Other,B77,B64-B83
neo,Other,B78,B64-B83
neo,Other,B79,B64-B83
neo,Other,B80,B64-B83
neo,Other,B81,B64-B83
neo,Other,B82,B64-B83
neo,Other,B83,B64-B83
neo,Other,B85,B85-B92
neo,Other,B86,B85-B92
neo,Other,B87,B85-B92
neo,Other,B88,B85-B92
neo,Other,B89,B85-B92
neo,Other,B90,B85-B92
neo,Other,B91,B85-B92
neo,Other,B92,B85-B92
neo,Other,B94,B94
neo,Neonatal infections,B95,B95-B96
neo,Neonatal infections,B96,B95-B96
neo,Other,B97,B97
neo,Other,B99,B99
neo,Other,C00,C00-C75
neo,Other,C01,C00-C75
neo,Other,C02,C00-C75
neo,Other,C03,C00-C75
neo,Other,C04,C00-C75
neo,Other,C05,C00-C75
neo,Other,C06,C00-C75
neo,Other,C07,C00-C75
neo,Other,C08,C00-C75
neo,Other,C09,C00-C75
neo,Other,C10,C00-C75
neo,Other,C11,C00-C75
neo,Other,C12,C00-C75
neo,Other,C13,C00-C75
neo,Other,C14,C00-C75
neo,Other,C15,C00-C75
neo,Other,C16,C00-C75
neo,Other,C17,C00-C75
neo,Other,C18,C00-C75
neo,Other,C19,C00-C75
neo,Other,C20,C00-C75
neo,Other,C21,C00-C75
neo,Other,C22,C00-C75
neo,Other,C23,C00-C75
neo,Other,C24,C00-C75
neo,Other,C25,C00-C75
neo,Other,C26,C00-C75
neo,Other,C27,C00-C75
neo,Other,C28,C00-C75
neo,Other,C29,C00-C75
neo,Other,C30,C00-C75
neo,Other,C31,C00-C75
neo,Other,C32,C00-C75
neo,Other,C33,C00-C75
neo,Other,C34,C00-C75
neo,Other,C35,C00-C75
neo,Other,C36,C00-C75
neo,Other,C37,C00-C75
neo,Other,C38,C00-C75
neo,Other,C39,C00-C75
neo,Other,C40,C00-C75
neo,Other,C41,C00-C75
neo,Other,C42,C00-C75
neo,Other,C43,C00-C75
neo,Other,C44,C00-C75
neo,Other,C45,C00-C75
neo,Other,C46,C00-C75
neo,Other,C47,C00-C75
neo,Other,C48,C00-C75
neo,Other,C49,C00-C75
neo,Other,C50,C00-C75
neo,Other,C51,C00-C75
neo,Other,C52,C00-C75
neo,Other,C53,C00-C75
neo,Other,C54,C00-C75
neo,Other,C55,C00-C75
neo,Other,C56,C00-C75
neo,Other,C57,C00-C75
neo,Other,C58,C00-C75
neo,Other,C59,C00-C75
neo,Other,C60,C00-C75
neo,Other,C61,C00-C75
neo,Other,C62,C00-C75
neo,Other,C63,C00-C75
neo,Other,C64,C00-C75
neo,Other,C65,C00-C75
neo,Other,C66,C00-C75
neo,Other,C67,C00-C75
neo,Other,C68,C00-C75
neo,Other,C69,C00-C75
neo,Other,C70,C00-C75
neo,Other,C71,C00-C75
neo,Other,C72,C00-C75
neo,Other,C73,C00-C75
neo,Other,C74,C00-C75
neo,Other,C75,C00-C75
neo,Congenital anomalies,C76,C76
neo,Other,C77,C77-C97
neo,Other,C78,C77-C97
neo,Other,C79,C77-C97
neo,Other,C80,C77-C97
neo,Other,C81,C77-C97
neo,Other,C82,C77-C97
neo,Other,C83,C77-C97
neo,Other,C84,C77-C97
neo,Other,C85,C77-C97
neo,Other,C86,C77-C97
neo,Other,C87,C77-C97
neo,Other,C88,C77-C97
neo,Other,C89,C77-C97
neo,Other,C90,C77-C97
neo,Other,C91,C77-C97
neo,Other,C92,C77-C97
neo,Other,C93,C77-C97
neo,Other,C94,C77-C97
neo,Other,C95,C77-C97
neo,Other,C96,C77-C97
neo,Other,C97,C77-C97
neo,Other,D00,D00-D48
neo,Other,D01,D00-D48
neo,Other,D02,D00-D48
neo,Other,D03,D00-D48
neo,Other,D04,D00-D48
neo,Other,D05,D00-D48
neo,Other,D06,D00-D48
neo,Other,D07,D00-D48
neo,Other,D08,D00-D48
neo,Other,D09,D00-D48
neo,Other,D10,D00-D48
neo,Other,D11,D00-D48
neo,Other,D12,D00-D48
neo,Other,D13,D00-D48
neo,Other,D14,D00-D48
neo,Other,D15,D00-D48
neo,Other,D16,D00-D48
neo,Other,D17,D00-D48
neo,Other,D18,D00-D48
neo,Other,D19,D00-D48
neo,Other,D20,D00-D48
neo,Other,D21,D00-D48
neo,Other,D22,D00-D48
neo,Other,D23,D00-D48
neo,Other,D24,D00-D48
neo,Other,D25,D00-D48
neo,Other,D26,D00-D48
neo,Other,D27,D00-D48
neo,Other,D28,D00-D48
neo,Other,D29,D00-D48
neo,Other,D30,D00-D48
neo,Other,D31,D00-D48
neo,Other,D32,D00-D48
neo,Other,D33,D00-D48
neo,Other,D34,D00-D48
neo,Other,D35,D00-D48
neo,Other,D36,D00-D48
neo,Other,D37,D00-D48
neo,Other,D38,D00-D48
neo,Other,D39,D00-D48
neo,Other,D40,D00-D48
neo,Other,D41,D00-D48
neo,Other,D42,D00-D48
neo,Other,D43,D00-D48
neo,Other,D44,D00-D48
neo,Other,D45,D00-D48
neo,Other,D46,D00-D48
neo,Other,D47,D00-D48
neo,Other,D48,D00-D48
neo,Other,D50,D50-D53
neo,Other,D51,D50-D53
neo,Other,D52,D50-D53
neo,Other,D53,D50-D53
neo,Other,D55,D55-D63
neo,Other,D56,D55-D63
neo,Other,D57,D55-D63
neo,Other,D58,D55-D63
neo,Other,D59,D55-D63
neo,Other,D60,D55-D63
neo,Other,D61,D55-D63
neo,Other,D62,D55-D63
neo,Other,D63,D55-D63
neo,Prematurity and low birthweight,D64,D64
neo,Other,D65,D65-D89
neo,Other,D66,D65-D89
neo,Other,D67,D65-D89
neo,Other,D68,D65-D89
neo,Other,D69,D65-D89
neo,Other,D70,D65-D89
neo,Other,D71,D65-D89
neo,Other,D72,D65-D89
neo,Other,D73,D65-D89
neo,Other,D74,D65-D89
neo,Other,D75,D65-D89
neo,Other,D76,D65-D89
neo,Other,D77,D65-D89
neo,Other,D78,D65-D89
neo,Other,D79,D65-D89
neo,Other,D80,D65-D89
neo,Other,D81,D65-D89
neo,Other,D82,D65-D89
neo,Other,D83,D65-D89
neo,Other,D84,D65-D89
neo,Other,D85,D65-D89
neo,Other,D86,D65-D89
neo,Other,D87,D65-D89
neo,Other,D88,D65-D89
neo,Other,D89,D65-D89
neo,Other,E00,E00-E35
neo,Other,E01,E00-E35
neo,Other,E02,E00-E35
neo,Other,E03,E00-E35
neo,Other,E04,E00-E35
neo,Other,E05,E00-E35
neo,Other,E06,E00-E35
neo,Other,E07,E00-E35
neo,Other,E08,E00-E35
neo,Other,E09,E00-E35
neo,Other,E10,E00-E35
neo,Other,E11,E00-E35
neo,Other,E12,E00-E35
neo,Other,E13,E00-E35
neo,Other,E14,E00-E35
neo,Other,E15,E00-E35
neo,Other,E16,E00-E35
neo,Other,E17,E00-E35
neo,Other,E18,E00-E35
neo,Other,E19,E00-E35
neo,Other,E20,E00-E35
neo,Other,E21,E00-E35
neo,Other,E22,E00-E35
neo,Other,E23,E00-E35
neo,Other,E24,E00-E35
neo,Other,E25,E00-E35
neo,Other,E26,E00-E35
neo,Other,E27,E00-E35
neo,Other,E28,E00-E35
neo,Other,E29,E00-E35
neo,Other,E30,E00-E35
neo,Other,E31,E00-E35
neo,Other,E32,E00-E35
neo,Other,E33,E00-E35
neo,Other,E34,E00-E35
neo,Other,E35,E00-E35
neo,Other,E40,E40-E46
neo,Other,E41,E40-E46
neo,Other,E42,E40-E46
neo,Other,E43,E40-E46
neo,Other,E44,E40-E46
neo,Other,E45,E40-E46
neo,Other,E46,E40-E46
neo,Other,E50,E50-E56
neo,Other,E51,E50-E56
neo,Other,E52,E50-E56
neo,Other,E53,E50-E56
neo,Other,E54,E50-E56
neo,Other,E55,E50-E56
neo,Other,E56,E50-E56
neo,Other,E59,E59-E61
neo,Other,E60,E59-E61
neo,Other,E61,E59-E61
neo,Other,E63,E63-E90
neo,Other,E64,E63-E90
neo,Other,E65,E63-E90
neo,Other,E66,E63-E90
neo,Other,E67,E63-E90
neo,Other,E68,E63-E90
neo,Other,E69,E63-E90
neo,Other,E70,E63-E90
neo,Other,E71,E63-E90
neo,Other,E72,E63-E90
neo,Other,E73,E63-E90
neo,Other,E74,E63-E90
neo,Other,E75,E63-E90
neo,Other,E76,E63-E90
neo,Other,E77,E63-E90
neo,Other,E78,E63-E90
neo,Other,E79,E63-E90
neo,Other,E80,E63-E90
neo,Other,E81,E63-E90
neo,Other,E82,E63-E90
neo,Other,E83,E63-E90
neo,Other,E84,E63-E90
neo,Other,E85,E63-E90
neo,Other,E86,E63-E90
neo,Other,E87,E63-E90
neo,Other,E88,E63-E90
neo,Other,E89,E63-E90
neo,Other,E90,E63-E90
neo,Other,F00,F00-F99
neo,Other,F01,F00-F99
neo,Other,F02,F00-F99
neo,Other,F03,F00-F99
neo,Other,F04,F00-F99
neo,Other,F05,F00-F99
neo,Other,F06,F00-F99
neo,Other,F07,F00-F99
neo,Other,F08,F00-F99
neo,Other,F09,F00-F99
neo,Other,F10,F00-F99
neo,Other,F11,F00-F99
neo,Other,F12,F00-F99
neo,Other,F13,F00-F99
neo,Other,F14,F00-F99
neo,Other,F15,F00-F99
neo,Other,F16,F00-F99
neo,Other,F17,F00-F99
neo,Other,F18,F00-F99
neo,Other,F19,F00-F99
neo,Other,F20,F00-F99
neo,Other,F21,F00-F99
neo,Other,F22,F00-F99
neo,Other,F23,F00-F99
neo,Other,F24,F00-F99
neo,Other,F25,F00-F99
neo,Other,F26,F00-F99
neo,Other,F27,F00-F99
neo,Other,F28,F00-F99
neo,Other,F29,F00-F99
neo,Other,F30,F00-F99
neo,Other,F31,F00-F99
neo,Other,F32,F00-F99
neo,Other,F33,F00-F99
neo,Other,F34,F00-F99
neo,Other,F35,F00-F99
neo,Other,F36,F00-F99
neo,Other,F37,F00-F99
neo,Other,F38,F00-F99
neo,Other,F39,F00-F99
neo,Other,F40,F00-F99
neo,Other,F41,F00-F99
neo,Other,F42,F00-F99
neo,Other,F43,F00-F99
neo,Other,F44,F00-F99
neo,Other,F45,F00-F99
neo,Other,F46,F00-F99
neo,Other,F47,F00-F99
neo,Other,F48,F00-F99
neo,Other,F49,F00-F99
neo,Other,F50,F00-F99
neo,Other,F51,F00-F99
neo,Other,F52,F00-F99
neo,Other,F53,F00-F99
neo,Other,F54,F00-F99
neo,Other,F55,F00-F99
neo,Other,F56,F00-F99
neo,Other,F57,F00-F99
neo,Other,F58,F00-F99
neo,Other,F59,F00-F99
neo,Other,F60,F00-F99
neo,Other,F61,F00-F99
neo,Other,F62,F00-F99
neo,Other,F63,F00-F99
neo,Other,F64,F00-F99
neo,Other,F65,F00-F99
neo,Other,F66,F00-F99
neo,Other,F67,F00-F99
neo,Other,F68,F00-F99
neo,Other,F69,F00-F99
neo,Other,F70,F00-F99
neo,Other,F71,F00-F99
neo,Other,F72,F00-F99
neo,Other,F73,F00-F99
neo,Other,F74,F00-F99
neo,Other,F75,F00-F99
neo,Other,F76,F00-F99
neo,Other,F77,F00-F99
neo,Other,F78,F00-F99
neo,Other,F79,F00-F99
neo,Other,F80,F00-F99
neo,Other,F81,F00-F99
neo,Other,F82,F00-F99
neo,Other,F83,F00-F99
neo,Other,F84,F00-F99
neo,Other,F85,F00-F99
neo,Other,F86,F00-F99
neo,Other,F87,F00-F99
neo,Other,F88,F00-F99
neo,Other,F89,F00-F99
neo,Other,F90,F00-F99
neo,Other,F91,F00-F99
neo,Other,F92,F00-F99
neo,Other,F93,F00-F99
neo,Other,F94,F00-F99
neo,Other,F95,F00-F99
neo,Other,F96,F00-F99
neo,Other,F97,F00-F99
neo,Other,F98,F00-F99
neo,Other,F99,F00-F99
neo,Neonatal infections,G00,G00-G09
neo,Neonatal infections,G01,G00-G09
neo,Neonatal infections,G02,G00-G09
neo,Neonatal infections,G03,G00-G09
neo,Neonatal infections,G04,G00-G09
neo,Neonatal infections,G05,G00-G09
neo,Neonatal infections,G06,G00-G09
neo,Neonatal infections,G07,G00-G09
neo,Neonatal infections,G08,G00-G09
neo,Neonatal infections,G09,G00-G09
neo,Other,G10,G10-G39
neo,Other,G11,G10-G39
neo,Other,G12,G10-G39
neo,Other,G13,G10-G39
neo,Other,G14,G10-G39
neo,Other,G15,G10-G39
neo,Other,G16,G10-G39
neo,Other,G17,G10-G39
neo,Other,G18,G10-G39
neo,Other,G19,G10-G39
neo,Other,G20,G10-G39
neo,Other,G21,G10-G39
neo,Other,G22,G10-G39
neo,Other,G23,G10-G39
neo,Other,G24,G10-G39
neo,Other,G25,G10-G39
neo,Other,G26,G10-G39
neo,Other,G27,G10-G39
neo,Other,G28,G10-G39
neo,Other,G29,G10-G39
neo,Other,G30,G10-G39
neo,Other,G31,G10-G39
neo,Other,G32,G10-G39
neo,Other,G33,G10-G39
neo,Other,G34,G10-G39
neo,Other,G35,G10-G39
neo,Other,G36,G10-G39
neo,Other,G37,G10-G39
neo,Other,G38,G10-G39
neo,Other,G39,G10-G39
neo,Birth asphyxia and birth trauma,G40,G40
neo,Other,G41,G41-G99
neo,Other,G42,G41-G99
neo,Other,G43,G41-G99
neo,Other,G44,G41-G99
neo,Other,G45,G41-G99
neo,Other,G46,G41-G99
neo,Other,G47,G41-G99
neo,Other,G48,G41-G99
neo,Other,G49,G41-G99
neo,Other,G50,G41-G99
neo,Other,G51,G41-G99
neo,Other,G52,G41-G99
neo,Other,G53,G41-G99
neo,Other,G54,G41-G99
neo,Other,G55,G41-G99
neo,Other,G56,G41-G99
neo,Other,G57,G41-G99
neo,Other,G58,G41-G99
neo,Other,G59,G41-G99
neo,Other,G60,G41-G99
neo,Other,G61,G41-G99
neo,Other,G62,G41-G99
neo,Other,G63,G41-G99
neo,Other,G64,G41-G99
neo,Other,G65,G41-G99
neo,Other,G66,G41-G99
neo,Other,G67,G41-G99
neo,Other,G68,G41-G99
neo,Other,G69,G41-G99
neo,Other,G70,G41-G99
neo,Other,G71,G41-G99
neo,Other,G72,G41-G99
neo,Other,G73,G41-G99
neo,Other,G74,G41-G99
neo,Other,G75,G41-G99
neo,Other,G76,G41-G99
neo,Other,G77,G41-G99
neo,Other,G78,G41-G99
neo,Other,G79,G41-G99
neo,Other,G80,G41-G99
neo,Other,G81,G41-G99
neo,Other,G82,G41-G99
neo,Other,G83,G41-G99
neo,Other,G84,G41-G99
neo,Other,G85,G41-G99
neo,Other,G86,G41-G99
neo,Other,G87,G41-G99
neo,Other,G88,G41-G99
neo,Other,G89,G41-G99
neo,Other,G90,G41-G99
neo,Other,G91,G41-G99
neo,Other,G92,G41-G99
neo,Other,G93,G41-G99
neo,Other,G94,G41-G99
neo,Other,G95,G41-G99
neo,Other,G96,G41-G99
neo,Other,G97,G41-G99
neo,Other,G98,G41-G99
neo,Other,G99,G41-G99
neo,Other,H00,H00-H06
neo,Other,H01,H00-H06
neo,Other,H02,H00-H06
neo,Other,H03,H00-H06
neo,Other,H04,H00-H06
neo,Other,H05,H00-H06
neo,Other,H06,H00-H06
neo,Neonatal infections,H10,H10
neo,Other,H11,H11-H59
neo,Other,H12,H11-H59
neo,Other,H13,H11-H59
neo,Other,H14,H11-H59
neo,Other,H15,H11-H59
neo,Other,H16,H11-H59
neo,Other,H17,H11-H59
neo,Other,H18,H11-H59
neo,Other,H19,H11-H59
neo,Other,H20,H11-H59
neo,Other,H21,H11-H59
neo,Other,H22,H11-H59
neo,Other,H23,H11-H59
neo,Other,H24,H11-H59
neo,Other,H25,H11-H59
neo,Other,H26,H11-H59
neo,Other,H27,H11-H59
neo,Other,H28,H11-H59
neo,Other,H29,H11-H59
neo,Other,H30,H11-H59
neo,Other,H31,H11-H59
neo,Other,H32,H11-H59
neo,Other,H33,H11-H59
neo,Other,H34,H11-H59
neo,Other,H35,H11-H59
neo,Other,H36,H11-H59
neo,Other,H37,H11-H59
neo,Other,H38,H11-H59
neo,Other,H39,H11-H59
neo,Other,H40,H11-H59
neo,Other,H41,H11-H59
neo,Other,H42,H11-H59
neo,Other,H43,H11-H59
neo,Other,H44,H11-H59
neo,Other,H45,H11-H59
neo,Other,H46,H11-H59
neo,Other,H47,H11-H59
neo,Other,H48,H11-H59
neo,Other,H49,H11-H59
neo,Other,H50,H11-H59
neo,Other,H51,H11-H59
neo,Other,H52,H11-H59
neo,Other,H53,H11-H59
neo,Other,H54,H11-H59
neo,Other,H55,H11-H59
neo,Other,H56,H11-H59
neo,Other,H57,H11-H59
neo,Other,H58,H11-H59
neo,Other,H59,H11-H59
neo,Neonatal infections,H60,H60
neo,Other,H61,H61-H62
neo,Other,H62,H61-H62
neo,Neonatal infections,H65,H65-H68
neo,Neonatal infections,H66,H65-H68
neo,Neonatal infections,H67,H65-H68
neo,Neonatal infections,H68,H65-H68
neo,Other,H69,H69
neo,Neonatal infections,H70,H70-H71
neo,Neonatal infections,H71,H70-H71
neo,Other,H72,H72-H95
neo,Other,H73,H72-H95
neo,Other,H74,H72-H95
neo,Other,H75,H72-H95
neo,Other,H76,H72-H95
neo,Other,H77,H72-H95
neo,Other,H78,H72-H95
neo,Other,H79,H72-H95
neo,Other,H80,H72-H95
neo,Other,H81,H72-H95
neo,Other,H82,H72-H95
neo,Other,H83,H72-H95
neo,Other,H84,H72-H95
neo,Other,H85,H72-H95
neo,Other,H86,H72-H95
neo,Other,H87,H72-H95
neo,Other,H88,H72-H95
neo,Other,H89,H72-H95
neo,Other,H90,H72-H95
neo,Other,H91,H72-H95
neo,Other,H92,H72-H95
neo,Other,H93,H72-H95
neo,Other,H94,H72-H95
neo,Other,H95,H72-H95
neo,Other,I00,I00-I28
neo,Other,I01,I00-I28
neo,Other,I02,I00-I28
neo,Other,I03,I00-I28
neo,Other,I04,I00-I28
neo,Other,I05,I00-I28
neo,Other,I06,I00-I28
neo,Other,I07,I00-I28
neo,Other,I08,I00-I28
neo,Other,I09,I00-I28
neo,Other,I10,I00-I28
neo,Other,I11,I00-I28
neo,Other,I12,I00-I28
neo,Other,I13,I00-I28
neo,Other,I14,I00-I28
neo,Other,I15,I00-I28
neo,Other,I16,I00-I28
neo,Other,I17,I00-I28
neo,Other,I18,I00-I28
neo,Other,I19,I00-I28
neo,Other,I20,I00-I28
neo,Other,I21,I00-I28
neo,Other,I22,I00-I28
neo,Other,I23,I00-I28
neo,Other,I24,I00-I28
neo,Other,I25,I00-I28
neo,Other,I26,I00-I28
neo,Other,I27,I00-I28
neo,Other,I28,I00-I28
neo,Neonatal infections,I30,I30
neo,Other,I31,I31
neo,Neonatal infections,I32,I32-I33
neo,Neonatal infections,I33,I32-I33
neo,Other,I34,I34-I38
neo,Other,I35,I34-I38
neo,Other,I36,I34-I38
neo,Other,I37,I34-I38
neo,Other,I38,I34-I38
neo,Neonatal infections,I39,I39-I41
neo,Neonatal infections,I40,I39-I41
neo,Neonatal infections,I41,I39-I41
neo,Other,I42,I42-I99
neo,Other,I43,I42-I99
neo,Other,I44,I42-I99
neo,Other,I45,I42-I99
neo,Other,I46,I42-I99
neo,Other,I47,I42-I99
neo,Other,I48,I42-I99
neo,Other,I49,I42-I99
neo,Other,I50,I42-I99
neo,Other,I51,I42-I99
neo,Other,I52,I42-I99
neo,Other,I53,I42-I99
neo,Other,I54,I42-I99
neo,Other,I55,I42-I99
neo,Other,I56,I42-I99
neo,Other,I57,I42-I99
neo,Other,I58,I42-I99
neo,Other,I59,I42-I99
neo,Other,I60,I42-I99
neo,Other,I61,I42-I99
neo,Other,I62,I42-I99
neo,Other,I63,I42-I99
neo,Other,I64,I42-I99
neo,Other,I65,I42-I99
neo,Other,I66,I42-I99
neo,Other,I67,I42-I99
neo,Other,I68,I42-I99
neo,Other,I69,I42-I99
neo,Other,I70,I42-I99
neo,Other,I71,I42-I99
neo,Other,I72,I42-I99
neo,Other,I73,I42-I99
neo,Other,I74,I42-I99
neo,Other,I75,I42-I99
neo,Other,I76,I42-I99
neo,Other,I77,I42-I99
neo,Other,I78,I42-I99
neo,Other,I79,I42-I99
neo,Other,I80,I42-I99
neo,Other,I81,I42-I99
neo,Other,I82,I42-I99
neo,Other,I83,I42-I99
neo,Other,I84,I42-I99
neo,Other,I85,I42-I99
neo,Other,I86,I42-I99
neo,Other,I87,I42-I99
neo,Other,I88,I42-I99
neo,Other,I89,I42-I99
neo,Other,I90,I42-I99
neo,Other,I91,I42-I99
neo,Other,I92,I42-I99
neo,Other,I93,I42-I99
neo,Other,I94,I42-I99
neo,Other,I95,I42-I99
neo,Other,I96,I42-I99
neo,Other,I97,I42-I99
neo,Other,I98,I42-I99
neo,Other,I99,I42-I99
neo,Neonatal infections,J00,J00-J22
neo,Neonatal infections,J01,J00-J22
neo,Neonatal infections,J02,J00-J22
neo,Neonatal infections,J03,J00-J22
neo,Neonatal infections,J04,J00-J22
neo,Neonatal infections,J05,J00-J22
neo,Neonatal infections,J06,J00-J22
neo,Neonatal infections,J07,J00-J22
neo,Neonatal infections,J08,J00-J22
neo,Neonatal infections,J09,J00-J22
neo,Neonatal infections,J10,J00-J22
neo,Neonatal infections,J11,J00-J22
neo,Neonatal infections,J12,J00-J22
neo,Neonatal infections,J13,J00-J22
neo,Neonatal infections,J14,J00-J22
neo,Neonatal infections,J15,J00-J22
neo,Neonatal infections,J16,J00-J22
