icd11_chapter,icd11_code,icd11_title,icd10_chapter,icd10_code,icd10_title,icd11_linear_url
24,QA48.Y,Other specified postpartum care or examination,XXI,Z39,Postpartum care and examination,http://id.who.int/icd/release/11/2022-02/mms/55597211/other
24,QA48.Z,"Postpartum care or examination, unspecified",XXI,Z39,Postpartum care and examination,http://id.who.int/icd/release/11/2022-02/mms/55597211/unspecified
24,QA49,Problems related to unwanted pregnancy,XXI,Z64.0,Problems related to unwanted pregnancy,http://id.who.int/icd/release/11/2022-02/mms/751857672
24,QA4A,Problems related to multiparity,XXI,Z64.1,Problems related to multiparity,http://id.who.int/icd/release/11/2022-02/mms/1234943390
24,QA4B,Contact with health services for menopausal counselling,XXI,Z30-Z39,Persons encountering health services in circumstances related to reproduction,http://id.who.int/icd/release/11/2022-02/mms/2043843891
24,QA4Y,Other specified contact with health services for reasons associated with reproduction,XXI,Z30-Z39,Persons encountering health services in circumstances related to reproduction,http://id.who.int/icd/release/11/2022-02/mms/1144140024/other
24,QA4Z,"Contact with health services for reasons associated with reproduction, unspecified",XXI,Z30-Z39,Persons encountering health services in circumstances related to reproduction,http://id.who.int/icd/release/11/2022-02/mms/1144140024/unspecified
24,nan,Health care related circumstances influencing the episode of care without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1948641708
24,nan,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/558062861
24,QA50,Embolisation without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/2048336062
24,QA51,Foreign body accidentally left in body without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/814512039
24,QA52,Failure of sterile precautions without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1256747336
24,QA53,Pressure as potential mode of injury without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/69945597
24,QA5Y,"Other specified circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/558062861/other
24,QA5Z,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm, unspecified",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/558062861/unspecified
24,nan,Circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1628956058
24,QA60,Structural device failure without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1155184730
24,QA61,Functional device failure without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/214764660
24,QA62,"Dislodgement, misconnection or de-attachment of a surgical or medical device without injury or harm",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/760758040
24,QA63,Obstruction of device without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1771590495
24,QA64,Operator error without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/372651212
24,QA65,Combination or interaction of operator error and device failure without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/687886776
24,QA6Y,Other specified circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1628956058/other
24,QA6Z,"Circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm, unspecified",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1628956058/unspecified
24,nan,"Circumstances associated with exposure to a drug, medicament or biological substance influencing the episode of care without injury or harm",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/933431200
24,QA70,Overdose of substance without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/514851173
24,QA71,Underdosing without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1259999164
24,QA72,Incorrect substance without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/519195013
24,QA73,Incorrect route of administration without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/2078629454
24,QA74,Unspecified appropriateness of dosing or administration without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/2143105250
24,QA75,Incorrect duration of administration or course of therapy without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1584024428
24,QA76,Medication or substance that is known to be an allergen without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/950995516
24,QA77,Medication or substance that is known to be contraindicated for the patient without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1471891461
24,QA78,Expired or deteriorated medication or substance without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/201864550
24,QA79,Drug or substance interactions without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/854464302
24,QA7A,Inappropriate stoppage or discontinuation of drug without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/388188910
24,QA7Y,"Other specified circumstances associated with exposure to a drug, medicament or biological substance influencing the episode of care without injury or harm",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/933431200/other
24,QA7Z,"Circumstances associated with exposure to a drug, medicament or biological substance influencing the episode of care without injury or harm, unspecified",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/933431200/unspecified
24,nan,Circumstances associated with other aspects of care influencing the episode of care without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/309221988
24,QA80,Non-administration of necessary drug without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/407196200
24,QA81,Non-provision of necessary procedure without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1032327140
24,QA82,Problem associated with physical transfer of patient without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/969957708
24,QA83,Mismatched blood used in transfusion without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1490899151
24,QA84,Other problem with transfusion without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/2098203917
24,QA85,Problem with physical restraints without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/935924470
24,QA86,Problem with isolation protocol without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/2102543853
24,QA87,Problem with clinical documentation without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1568096403
24,QA88,Problem with clinical software without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1670472411
24,QA89,Incorrect diagnosis without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/688534976
24,QA8A,Delayed diagnosis without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1399730991
24,QA8B,Delayed treatment without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/113524208
24,QA8C,"Problem with transitions of care, hand offs, or handovers without injury or harm",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/497879706
24,QA8D,Patient received diagnostic test or treatment intended for another patient without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/171466551
24,QA8E,Fall in health care without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/2030242810
24,QA8F,Needle stick without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/217565035
24,QA8Y,Other specified circumstances associated with other aspects of care influencing the episode of care without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/309221988/other
24,QA8Z,"Circumstances associated with other aspects of care influencing the episode of care without injury or harm, unspecified",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/309221988/unspecified
24,QB0Y,Other specified health care related circumstances influencing the episode of care without injury or harm,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1948641708/other
24,QB0Z,"Health care related circumstances influencing the episode of care without injury or harm, unspecified",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1948641708/unspecified
24,nan,Factors related to medical facilities and other health care,XXI,Z75,Problems related to medical facilities and other health care,http://id.who.int/icd/release/11/2022-02/mms/343867322
24,QB10,Medical services not available in home,XXI,Z75.0,Medical services not available in home,http://id.who.int/icd/release/11/2022-02/mms/540187578
24,QB11,Person awaiting admission to adequate facility elsewhere,XXI,Z75.1,Person awaiting admission to adequate facility elsewhere,http://id.who.int/icd/release/11/2022-02/mms/1165579820
24,QB12,Waiting period for investigation or treatment other than awaiting admission to adequate facility elsewhere,XXI,Z75.2,Other waiting period for investigation and treatment,http://id.who.int/icd/release/11/2022-02/mms/835978963
24,QB12.0,Organ transplant candidate,XXI,Z75.2,Other waiting period for investigation and treatment,http://id.who.int/icd/release/11/2022-02/mms/380574348
24,QB12.Y,Other specified waiting period for investigation or treatment other than awaiting admission to adequate facility elsewhere,XXI,Z75.2,Other waiting period for investigation and treatment,http://id.who.int/icd/release/11/2022-02/mms/835978963/other
24,QB12.Z,"Waiting period for investigation or treatment other than awaiting admission to adequate facility elsewhere, unspecified",XXI,Z75.2,Other waiting period for investigation and treatment,http://id.who.int/icd/release/11/2022-02/mms/835978963/unspecified
24,QB13,Unavailability or inaccessibility of helping agencies other than health care facilities,XXI,Z75.4,Unavailability and inaccessibility of other helping agencies,http://id.who.int/icd/release/11/2022-02/mms/661739731
24,QB14,Unavailability or inaccessibility of health care facilities,XXI,Z75.3,Unavailability and inaccessibility of health-care facilities,http://id.who.int/icd/release/11/2022-02/mms/1419758407
24,QB15,Medical services not available in current medical facility,XXI,Z75,Problems related to medical facilities and other health care,http://id.who.int/icd/release/11/2022-02/mms/197219552
24,QB16,Respite care,XXI,Z75.5,Holiday relief care,http://id.who.int/icd/release/11/2022-02/mms/1111135559
24,QB1Y,Other specified factors related to medical facilities and other health care,XXI,Z75.8,Other problems related to medical facilities and other health care,http://id.who.int/icd/release/11/2022-02/mms/343867322/other
24,QB1Z,"Factors related to medical facilities and other health care, unspecified",XXI,Z75,Problems related to medical facilities and other health care,http://id.who.int/icd/release/11/2022-02/mms/343867322/unspecified
24,nan,Donors of organs or tissues,XXI,Z52,Donors of organs and tissues,http://id.who.int/icd/release/11/2022-02/mms/1385445541
24,QB20,Blood donor,XXI,Z52.0,Blood donor,http://id.who.int/icd/release/11/2022-02/mms/998223002
24,QB21,Bone marrow donor,XXI,Z52.3,Bone marrow donor,http://id.who.int/icd/release/11/2022-02/mms/1339227237
24,QB22,Kidney donor,XXI,Z52.4,Kidney donor,http://id.who.int/icd/release/11/2022-02/mms/1010593777
24,QB23,Cornea donor,XXI,Z52.5,Cornea donor,http://id.who.int/icd/release/11/2022-02/mms/1501012581
24,QB24,Liver donor,XXI,Z52.6,Liver donor,http://id.who.int/icd/release/11/2022-02/mms/769323676
24,QB25,Heart donor,XXI,Z52.7,Heart donor,http://id.who.int/icd/release/11/2022-02/mms/1217478414
24,QB2Y,Donors of other specified organs or tissues,XXI,Z52.8,Donor of other organs and tissues,http://id.who.int/icd/release/11/2022-02/mms/1385445541/other
24,QB2Z,"Donors of organs or tissues, unspecified",XXI,Z52,Donors of organs and tissues,http://id.who.int/icd/release/11/2022-02/mms/1385445541/unspecified
24,nan,"Fitting, adjustment or management of devices",XXI,Z46,Fitting and adjustment of other devices,http://id.who.int/icd/release/11/2022-02/mms/34780119
24,QB30,Adjustment or management of implanted devices,XXI,Z45,Adjustment and management of implanted device,http://id.who.int/icd/release/11/2022-02/mms/1452412339
24,QB30.0,Adjustment or management of implanted hearing device,XXI,Z45.3,Adjustment and management of implanted hearing device,http://id.who.int/icd/release/11/2022-02/mms/1689366038
24,QB30.00,Adjustment or management of bone conduction device,XXI,Z45.3,Adjustment and management of implanted hearing device,http://id.who.int/icd/release/11/2022-02/mms/178643863
24,QB30.01,Adjustment or management of cochlear device,XXI,Z45.3,Adjustment and management of implanted hearing device,http://id.who.int/icd/release/11/2022-02/mms/1045453073
24,QB30.0Y,Adjustment or management of other implanted hearing device,XXI,Z45.3,Adjustment and management of implanted hearing device,http://id.who.int/icd/release/11/2022-02/mms/1689366038/other
24,QB30.0Z,"Adjustment or management of implanted hearing device, unspecified",XXI,Z45.3,Adjustment and management of implanted hearing device,http://id.who.int/icd/release/11/2022-02/mms/1689366038/unspecified
24,QB30.1,Adjustment or management of infusion pump,XXI,Z45.1,Adjustment and management of infusion pump,http://id.who.int/icd/release/11/2022-02/mms/1968649087
24,QB30.2,Adjustment or management of cardiac devices,XXI,Z45.0,Adjustment and management of cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/270335723
24,QB30.20,Adjustment or management of cardiac pacemaker,XXI,Z45.0,Adjustment and management of cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/634592688
24,QB30.21,Adjustment or management of cardiac resynchronization therapy defibrillator,XXI,Z45.0,Adjustment and management of cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/2073621843
24,QB30.22,Adjustment or management of cardiac resynchronization therapy pacemaker,XXI,Z45.0,Adjustment and management of cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/1165940507
24,QB30.23,Adjustment or management of cardioverter-defibrillator,XXI,Z45.0,Adjustment and management of cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/2089120168
24,QB30.2Y,Other specified adjustment or management of cardiac devices,XXI,Z45.0,Adjustment and management of cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/270335723/other
24,QB30.2Z,"Adjustment or management of cardiac devices, unspecified",XXI,Z45.0,Adjustment and management of cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/270335723/unspecified
24,QB30.3,Adjustment or management of vascular access device,XXI,Z45.2,Adjustment and management of vascular access device,http://id.who.int/icd/release/11/2022-02/mms/33186688
24,QB30.4,Adjustment or management of implanted gastric device,XXI,Z45,Adjustment and management of implanted device,http://id.who.int/icd/release/11/2022-02/mms/1391003706
24,QB30.5,Fitting or adjustment of urinary device,XXI,Z46.6,Fitting and adjustment of urinary device,http://id.who.int/icd/release/11/2022-02/mms/121503957
24,QB30.6,Adjustment or management of breast implant,XXI,Z45,Adjustment and management of implanted device,http://id.who.int/icd/release/11/2022-02/mms/870595005
24,QB30.7,Adjustment or removal of myringotomy stent or tube,XXI,Z45,Adjustment and management of implanted device,http://id.who.int/icd/release/11/2022-02/mms/1612427762
24,QB30.8,Adjustment and management of a neurostimulator,XXI,Z46.2,Fitting and adjustment of other devices related to nervous system and special senses,http://id.who.int/icd/release/11/2022-02/mms/716090312
24,QB30.9,Fitting or adjustment of cerebrospinal fluid drainage device,XXI,Z46.2,Fitting and adjustment of other devices related to nervous system and special senses,http://id.who.int/icd/release/11/2022-02/mms/576756790
24,QB30.A,Fitting or adjustment of neuropacemaker,XXI,Z46.2,Fitting and adjustment of other devices related to nervous system and special senses,http://id.who.int/icd/release/11/2022-02/mms/850003328
24,QB30.Y,"Fitting, adjustment or management of other specified implanted devices",XXI,Z45.8,Adjustment and management of other implanted devices,http://id.who.int/icd/release/11/2022-02/mms/1452412339/other
24,QB30.Z,"Adjustment or management of implanted devices, unspecified",XXI,Z45,Adjustment and management of implanted device,http://id.who.int/icd/release/11/2022-02/mms/1452412339/unspecified
24,QB31,"Fitting, adjustment or management of external devices",XXI,Z46,Fitting and adjustment of other devices,http://id.who.int/icd/release/11/2022-02/mms/1555569327
24,QB31.0,Fitting or adjustment of external prosthetic device,XXI,Z44,Fitting and adjustment of external prosthetic device,http://id.who.int/icd/release/11/2022-02/mms/334769852
24,QB31.00,Fitting or adjustment of artificial arm,XXI,Z44.0,Fitting and adjustment of artificial arm (complete)(partial),http://id.who.int/icd/release/11/2022-02/mms/216282730
24,QB31.01,Fitting or adjustment of artificial leg,XXI,Z44.1,Fitting and adjustment of artificial leg (complete)(partial),http://id.who.int/icd/release/11/2022-02/mms/1773140992
24,QB31.02,Fitting or adjustment of artificial eye,XXI,Z44.2,Fitting and adjustment of artificial eye,http://id.who.int/icd/release/11/2022-02/mms/486714113
24,QB31.03,Fitting or adjustment of external breast prosthesis,XXI,Z44.3,Fitting and adjustment of external breast prosthesis,http://id.who.int/icd/release/11/2022-02/mms/2018076309
24,QB31.0Y,Other specified fitting or adjustment of external prosthetic device,XXI,Z44.8,Fitting and adjustment of other external prosthetic devices,http://id.who.int/icd/release/11/2022-02/mms/334769852/other
24,QB31.0Z,"Fitting or adjustment of external prosthetic device, unspecified",XXI,Z44,Fitting and adjustment of external prosthetic device,http://id.who.int/icd/release/11/2022-02/mms/334769852/unspecified
24,QB31.1,Fitting or adjustment of orthopaedic device,XXI,Z46.7,Fitting and adjustment of orthopaedic device,http://id.who.int/icd/release/11/2022-02/mms/1651887425
24,QB31.2,Fitting or adjustment of orthodontic device,XXI,Z46.4,Fitting and adjustment of orthodontic device,http://id.who.int/icd/release/11/2022-02/mms/383294910
24,QB31.3,Fitting or adjustment of dental prosthetic device,XXI,Z46.3,Fitting and adjustment of dental prosthetic device,http://id.who.int/icd/release/11/2022-02/mms/1698041386
24,QB31.4,Fitting or adjustment of hearing aid,XXI,Z46.1,Fitting and adjustment of hearing aid,http://id.who.int/icd/release/11/2022-02/mms/1959826241
24,QB31.5,Fitting or adjustment of spectacles or contact lenses,XXI,Z46.0,Fitting and adjustment of spectacles and contact lenses,http://id.who.int/icd/release/11/2022-02/mms/295395029
24,QB31.Y,"Fitting, adjustment or management of other specified external devices",XXI,Z46,Fitting and adjustment of other devices,http://id.who.int/icd/release/11/2022-02/mms/1555569327/other
24,QB31.Z,"Fitting, adjustment or management of external devices, unspecified",XXI,Z46,Fitting and adjustment of other devices,http://id.who.int/icd/release/11/2022-02/mms/1555569327/unspecified
24,QB3Z,"Fitting, adjustment or management of devices, unspecified",XXI,Z46,Fitting and adjustment of other devices,http://id.who.int/icd/release/11/2022-02/mms/34780119/unspecified
24,nan,Dependence on enabling machines or devices,XXI,Z99,"Dependence on enabling machines and devices, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/2137227940
24,QB40,Dependence on aspirator,XXI,Z99.0,Dependence on aspirator,http://id.who.int/icd/release/11/2022-02/mms/1883489514
24,QB41,Dependence on respirator,XXI,Z99.1,Dependence on respirator,http://id.who.int/icd/release/11/2022-02/mms/352848256
24,QB42,Dependence on renal dialysis,XXI,Z99.2,Dependence on renal dialysis,http://id.who.int/icd/release/11/2022-02/mms/1638226305
24,QB43,Dependence on artificial heart,XXI,Z99,"Dependence on enabling machines and devices, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1909952207
24,QB44,Dependence on wheelchair,XXI,Z99.3,Dependence on wheelchair,http://id.who.int/icd/release/11/2022-02/mms/82744341
24,QB4Y,Dependence on other specified machine or device,XXI,Z99.8,Dependence on other enabling machines and devices,http://id.who.int/icd/release/11/2022-02/mms/2137227940/other
24,QB4Z,Dependence on unspecified machine or device,XXI,Z99,"Dependence on enabling machines and devices, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/2137227940/unspecified
24,nan,"Presence of device, implants or grafts",XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1120682197
24,QB50,Presence of cardiac or vascular implants or grafts,XXI,Z95,Presence of cardiac and vascular implants and grafts,http://id.who.int/icd/release/11/2022-02/mms/1990706975
24,QB50.0,Presence of electronic cardiac devices,XXI,Z95.0,Presence of electronic cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/1061205864
24,QB50.00,Presence of cardiac pacemaker,XXI,Z95.0,Presence of electronic cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/345975167
24,QB50.01,Presence of cardiac resynchronization therapy defibrillator,XXI,Z95.0,Presence of electronic cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/1799484146
24,QB50.02,Presence of cardiac resynchronization therapy pacemaker,XXI,Z95.0,Presence of electronic cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/1515983050
24,QB50.03,Presence of cardioverter-defibrillator,XXI,Z95.0,Presence of electronic cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/1409756054
24,QB50.0Y,Other specified presence of electronic cardiac devices,XXI,Z95.0,Presence of electronic cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/1061205864/other
24,QB50.0Z,"Presence of electronic cardiac devices, unspecified",XXI,Z95.0,Presence of electronic cardiac devices,http://id.who.int/icd/release/11/2022-02/mms/1061205864/unspecified
24,QB50.1,Presence of aortocoronary bypass graft,XXI,Z95.1,Presence of aortocoronary bypass graft,http://id.who.int/icd/release/11/2022-02/mms/1510701822
24,QB50.2,Presence of prosthetic heart valve,XXI,Z95.2,Presence of prosthetic heart valve,http://id.who.int/icd/release/11/2022-02/mms/782641667
24,QB50.3,Presence of xenogenic heart valve,XXI,Z95.3,Presence of xenogenic heart valve,http://id.who.int/icd/release/11/2022-02/mms/1273882519
24,QB50.4,Presence of coronary angioplasty implant or graft,XXI,Z95.5,Presence of coronary angioplasty implant and graft,http://id.who.int/icd/release/11/2022-02/mms/1565047191
24,QB50.Y,Presence of other specified cardiac or vascular implants or grafts,XXI,Z95.8,Presence of other cardiac and vascular implants and grafts,http://id.who.int/icd/release/11/2022-02/mms/1990706975/other
24,QB50.Z,Presence of unspecified cardiac or vascular implants or grafts,XXI,Z95,Presence of cardiac and vascular implants and grafts,http://id.who.int/icd/release/11/2022-02/mms/1990706975/unspecified
24,QB51,Presence of devices other than cardiac or vascular implants,XXI,Z96,Presence of other functional implants,http://id.who.int/icd/release/11/2022-02/mms/34248674
24,QB51.0,Presence of a neurostimulator,XXI,Z96,Presence of other functional implants,http://id.who.int/icd/release/11/2022-02/mms/1159869513
24,QB51.1,Presence of urogenital implants,XXI,Z96.0,Presence of urogenital implants,http://id.who.int/icd/release/11/2022-02/mms/1053235032
24,QB51.2,Presence of intraocular lens,XXI,Z96.1,Presence of intraocular lens,http://id.who.int/icd/release/11/2022-02/mms/1535957698
24,QB51.3,Presence of otological or audiological implants,XXI,Z96.2,Presence of otological and audiological implants,http://id.who.int/icd/release/11/2022-02/mms/790727229
24,QB51.4,Presence of artificial larynx,XXI,Z96.3,Presence of artificial larynx,http://id.who.int/icd/release/11/2022-02/mms/1248479145
24,QB51.5,Presence of endocrine implants,XXI,Z96.4,Presence of endocrine implants,http://id.who.int/icd/release/11/2022-02/mms/965006397
24,QB51.6,Presence of tooth-root or mandibular implants,XXI,Z96.5,Presence of tooth-root and mandibular implants,http://id.who.int/icd/release/11/2022-02/mms/1557076393
24,QB51.7,Presence of orthopaedic joint implants,XXI,Z96.6,Presence of orthopaedic joint implants,http://id.who.int/icd/release/11/2022-02/mms/677529942
24,QB51.8,Presence of artificial eye,XXI,Z97.0,Presence of artificial eye,http://id.who.int/icd/release/11/2022-02/mms/574611415
24,QB51.9,Presence of artificial limb,XXI,Z97.1,Presence of artificial limb (complete)(partial),http://id.who.int/icd/release/11/2022-02/mms/1198789187
24,QB51.A,Presence of dental prosthetic device,XXI,Z97.2,Presence of dental prosthetic device (complete)(partial),http://id.who.int/icd/release/11/2022-02/mms/869876414
24,QB51.B,Presence of external hearing-aid,XXI,Z97.4,Presence of external hearing-aid,http://id.who.int/icd/release/11/2022-02/mms/628890812
24,QB51.C,Presence of contraceptive device,XXI,Z97.5,Presence of (intrauterine) contraceptive device,http://id.who.int/icd/release/11/2022-02/mms/1077399850
24,QB51.D,Presence of cerebrospinal fluid drainage device,XXI,Z98.2,Presence of cerebrospinal fluid drainage device,http://id.who.int/icd/release/11/2022-02/mms/2103283968
24,QB51.Y,Presence of other specified devices other than cardiac or vascular implants,XXI,Z96.8,Presence of other specified functional implants,http://id.who.int/icd/release/11/2022-02/mms/34248674/other
24,QB5Z,Presence of unspecified device,XXI,XXI,Factors influencing health status and contact with health services,http://id.who.int/icd/release/11/2022-02/mms/1120682197/unspecified
24,nan,Surgical or postsurgical states,XXI,Z98,Other postsurgical states,http://id.who.int/icd/release/11/2022-02/mms/438849334
24,QB60,Presence of arthrodesis,XXI,Z98.1,Arthrodesis status,http://id.who.int/icd/release/11/2022-02/mms/166773247
24,QB61,Presence of artificial opening,XXI,Z93,Artificial opening status,http://id.who.int/icd/release/11/2022-02/mms/1610783007
24,QB61.0,Presence of tracheostomy,XXI,Z93.0,Tracheostomy status,http://id.who.int/icd/release/11/2022-02/mms/415305385
24,QB61.1,Presence of thoracostomy,XXI,Z93,Artificial opening status,http://id.who.int/icd/release/11/2022-02/mms/942052213
24,QB61.2,Presence of gastrostomy,XXI,Z93.1,Gastrostomy status,http://id.who.int/icd/release/11/2022-02/mms/2106245949
24,QB61.3,Presence of enterostomy,XXI,Z93,Artificial opening status,http://id.who.int/icd/release/11/2022-02/mms/2071074211
24,QB61.30,Presence of ileostomy,XXI,Z93.2,Ileostomy status,http://id.who.int/icd/release/11/2022-02/mms/153588676
24,QB61.3Y,Other specified presence of enterostomy,XXI,Z93,Artificial opening status,http://id.who.int/icd/release/11/2022-02/mms/2071074211/other
24,QB61.3Z,"Presence of enterostomy, unspecified",XXI,Z93,Artificial opening status,http://id.who.int/icd/release/11/2022-02/mms/2071074211/unspecified
24,QB61.4,Presence of colostomy,XXI,Z93.3,Colostomy status,http://id.who.int/icd/release/11/2022-02/mms/1819041366
24,QB61.5,Presence of cystostomy,XXI,Z93.5,Cystostomy status,http://id.who.int/icd/release/11/2022-02/mms/2059993176
24,QB61.6,Presence of nephrostomy,XXI,Z93.6,Other artificial openings of urinary tract status,http://id.who.int/icd/release/11/2022-02/mms/359706392
24,QB61.7,Presence of ureterostomy,XXI,Z93.6,Other artificial openings of urinary tract status,http://id.who.int/icd/release/11/2022-02/mms/1789818009
24,QB61.8,Presence of urethrostomy,XXI,Z93.6,Other artificial openings of urinary tract status,http://id.who.int/icd/release/11/2022-02/mms/355657718
24,QB61.Y,Presence of other artificial opening,XXI,Z93.8,Other artificial opening status,http://id.who.int/icd/release/11/2022-02/mms/1610783007/other
24,QB61.Z,"Presence of artificial opening, unspecified",XXI,Z93,Artificial opening status,http://id.who.int/icd/release/11/2022-02/mms/1610783007/unspecified
24,QB62,Attention to artificial openings,XXI,Z43,Attention to artificial openings,http://id.who.int/icd/release/11/2022-02/mms/1612365096
24,QB62.0,Attention to tracheostomy,XXI,Z43.0,Attention to tracheostomy,http://id.who.int/icd/release/11/2022-02/mms/933054252
