cmea_title,icd10_range,icd10_code
Congenital anomalies,"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Q92
Congenital anomalies,"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Q93
Congenital anomalies,"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Q95
Congenital anomalies,"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Q96
Congenital anomalies,"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Q97
Congenital anomalies,"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Q98
Congenital anomalies,"Q00,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q95,Q96,Q97,Q98,Q99",Q99
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R00
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R01
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R02
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R03
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R04
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R05
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R06
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R07
Circulatory and respiratory systems - Ill-defined,"R00,R01,R02,R03,R04,R05,R06,R07,R09",R09
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R00
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R01
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R02
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R03
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R04
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R05
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R06
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R07
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R09
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R51
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R52
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R53
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R57
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R58
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R60
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R61
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R62
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R64
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R65
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R66
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R67
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R68
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R69
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R59
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R63
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R78
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R79
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R92
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R93
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R94
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R90
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R91
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R95
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R96
Other ill-defined and abnormal findings,"R00,R01,R02,R03,R04,R05,R06,R07,R09,R51,R52,R53,R57,R58,R60,R61,R62,R64,R65,R66,R67,R68,R69,R59,R63,R78,R79,R92,R93,R94,R90,R91,R95,R96,R98",R98
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R12
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R13
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R16
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R17
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R18
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R11
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R14
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R15
Digestive system - Ill-defined,"R12,R13,R16,R17,R18,R11,R14,R15,R19,",R19
Skin diseases - Skin and subcutaneous tissue (ill-defined),"R20,R21,R22,R23",R20
Skin diseases - Skin and subcutaneous tissue (ill-defined),"R20,R21,R22,R23",R21
Skin diseases - Skin and subcutaneous tissue (ill-defined),"R20,R21,R22,R23",R22
Skin diseases - Skin and subcutaneous tissue (ill-defined),"R20,R21,R22,R23",R23
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R26
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R27
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R29
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R40
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R41
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R42
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R43
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R44
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R45
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R46
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R47
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R48
Other neuropsychiatric disorders - ill-defined,"R26,R27,R29,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49",R49
Other genitourinary system diseases - Ill-defined,"R30,R31,R32,R33,R34,R35,R36,R39",R30
Other genitourinary system diseases - Ill-defined,"R30,R31,R32,R33,R34,R35,R36,R39",R31
Other genitourinary system diseases - Ill-defined,"R30,R31,R32,R33,R34,R35,R36,R39",R32
Other genitourinary system diseases - Ill-defined,"R30,R31,R32,R33,R34,R35,R36,R39",R33
Other genitourinary system diseases - Ill-defined,"R30,R31,R32,R33,R34,R35,R36,R39",R34
Other genitourinary system diseases - Ill-defined,"R30,R31,R32,R33,R34,R35,R36,R39",R35
Other genitourinary system diseases - Ill-defined,"R30,R31,R32,R33,R34,R35,R36,R39",R36
Other genitourinary system diseases - Ill-defined,"R30,R31,R32,R33,R34,R35,R36,R39",R39
Endocrine and immune disorders (5),"R70,R71,R72,R73,R74,R75,R76,R77",R70
Endocrine and immune disorders (5),"R70,R71,R72,R73,R74,R75,R76,R77",R71
Endocrine and immune disorders (5),"R70,R71,R72,R73,R74,R75,R76,R77",R72
Endocrine and immune disorders (5),"R70,R71,R72,R73,R74,R75,R76,R77",R73
Endocrine and immune disorders (5),"R70,R71,R72,R73,R74,R75,R76,R77",R74
Endocrine and immune disorders (5),"R70,R71,R72,R73,R74,R75,R76,R77",R75
Endocrine and immune disorders (5),"R70,R71,R72,R73,R74,R75,R76,R77",R76
Endocrine and immune disorders (5),"R70,R71,R72,R73,R74,R75,R76,R77",R77
Endocrine and immune disorders (6),"R81,R80,R82",R81
Endocrine and immune disorders (6),"R81,R80,R82",R80
Endocrine and immune disorders (6),"R81,R80,R82",R82
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V01
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V02
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V03
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V04
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V05
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V06
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V07
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V08
Road trafic accidents - (1),"V01,V02,V03,V04,V05,V06,V07,V08,V09",V09
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V10
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V11
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V12
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V13
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V14
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V15
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V16
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V17
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V18
Road trafic accidents - (2),"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",V19
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V20
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V21
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V22
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V23
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V24
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V25
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V26
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V27
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V28
Road trafic accidents - (3),"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",V29
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V30
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V31
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V32
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V33
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V34
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V35
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V36
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V37
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V38
Road trafic accidents - (4),"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",V39
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V40
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V41
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V42
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V43
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V44
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V45
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V46
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V47
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V48
Road trafic accidents - (5),"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",V49
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V50
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V51
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V52
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V53
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V54
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V55
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V56
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V57
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V58
Road trafic accidents - (6),"V50,V51,V52,V53,V54,V55,V56,V57,V58,V59",V59
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V60
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V61
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V62
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V63
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V64
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V65
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V66
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V67
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V68
Road trafic accidents - (7),"V60,V61,V62,V63,V64,V65,V66,V67,V68,V69",V69
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V70
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V71
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V72
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V73
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V74
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V75
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V76
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V77
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V78
Road trafic accidents - (8),"V70,V71,V72,V73,V74,V75,V76,V77,V78,V79",V79
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V80
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V81
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V82
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V83
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V84
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V85
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V86
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V87
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V88
Road trafic accidents - (9),"V80,V81,V82,V83,V84,V85,V86,V87,V88,V89",V89
Road trafic accidents - (10),"V90,V91,V92,V93,V94",V90
Road trafic accidents - (10),"V90,V91,V92,V93,V94",V91
Road trafic accidents - (10),"V90,V91,V92,V93,V94",V92
Road trafic accidents - (10),"V90,V91,V92,V93,V94",V93
Road trafic accidents - (10),"V90,V91,V92,V93,V94",V94
Road trafic accidents - (11),"V95,V96,V97",V95
Road trafic accidents - (11),"V95,V96,V97",V96
Road trafic accidents - (11),"V95,V96,V97",V97
Road trafic accidents - (12),"V98,V99",V98
Road trafic accidents - (12),"V98,V99",V99
Falls,"W00,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19",W00
