wbd10_age,wbd10_kind,wbd10_kind_depth,wbd10_codex4,wbd10_codex2,wbd10_code,wbd10_codex4_title,wbd10_codex2_title,wbd10_title,icd10_range,icd10_code
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G53
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G54
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G55
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G56
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G57
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G58
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G59
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G60
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G61
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G62
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G63
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G64
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G65
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G66
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G67
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G68
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G69
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G70
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G71
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G72
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G73
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G80
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G90
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G91
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G92
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G93
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G94
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G95
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G96
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G97
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G98
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",G99
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R26
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R27
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R28
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R29
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R40
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R41
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R42
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R43
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R44
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R45
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R46
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R47
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R48
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R49
adult,codex,3,2,2D,2D02,Noncommunicable diseases,Neuro-psychiatric conditions,Other neuropsychiatric disorders,"F00-F09,F11-F39,F40-F52,F54-F99,G10-G37,G43-G44,G47-G73,G80,G90-G99,R26-R29,R40-R49,R90",R90
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G10
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G11
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G12
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G13
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G14
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G15
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G16
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G17
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G18
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G19
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G20
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G21
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G22
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G23
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G24
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G25
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G26
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G27
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G28
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G29
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G30
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G31
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G32
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G33
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G34
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G35
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G36
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G37
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G38
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G39
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G40
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G41
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G42
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G43
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G44
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G45
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G46
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G47
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G48
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G49
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G50
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G51
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G52
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G53
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G54
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G55
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G56
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G57
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G58
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G59
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G60
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G61
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G62
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G63
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G64
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G65
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G66
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G67
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G68
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G69
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G70
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G71
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G72
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G73
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G74
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G75
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G76
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G77
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G78
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G79
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G80
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G81
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G82
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G83
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G84
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G85
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G86
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G87
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G88
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G89
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G90
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G91
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G92
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G93
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G94
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G95
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G96
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G97
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G98
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",G99
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q00
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q01
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q02
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q03
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q04
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q05
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q06
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q07
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q08
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q09
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q10
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q11
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q12
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q13
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q14
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q15
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q16
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q17
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q18
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q19
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q20
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q21
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q22
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q23
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q24
